<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.02.14	16:00:00	1.04882	1.05144	1.04874	1.05088	6405	0	0
2025.02.14	17:00:00	1.05089	1.05129	1.04910	1.05085	6747	0	0
2025.02.14	18:00:00	1.05085	1.05103	1.04969	1.04975	4453	0	0
2025.02.14	19:00:00	1.04975	1.05090	1.04941	1.05074	2648	0	0
2025.02.14	20:00:00	1.05074	1.05082	1.04996	1.05045	2393	0	0
2025.02.14	21:00:00	1.05045	1.05053	1.04949	1.04988	1909	0	0
2025.02.14	22:00:00	1.04987	1.04987	1.04912	1.04921	2331	0	0
2025.02.14	23:00:00	1.04921	1.04948	1.04886	1.04890	1278	0	0
2025.02.17	00:00:00	1.04844	1.04893	1.04838	1.04883	314	0	4
2025.02.17	01:00:00	1.04883	1.04943	1.04852	1.04887	2002	0	0
2025.02.17	02:00:00	1.04887	1.04933	1.04855	1.04923	1542	0	0
2025.02.17	03:00:00	1.04923	1.05065	1.04898	1.05054	1678	0	0
2025.02.17	04:00:00	1.05054	1.05054	1.04959	1.05013	2402	0	0
2025.02.17	05:00:00	1.05013	1.05036	1.04943	1.04948	1865	0	0
2025.02.17	06:00:00	1.04947	1.04974	1.04894	1.04956	1160	0	0
2025.02.17	07:00:00	1.04956	1.04982	1.04848	1.04899	2386	0	0
2025.02.17	08:00:00	1.04899	1.04933	1.04881	1.04918	2278	0	0
2025.02.17	09:00:00	1.04918	1.04956	1.04805	1.04827	4405	0	0
2025.02.17	10:00:00	1.04827	1.04849	1.04712	1.04744	5051	0	0
2025.02.17	11:00:00	1.04744	1.04815	1.04714	1.04743	3594	0	0
2025.02.17	12:00:00	1.04742	1.04894	1.04734	1.04891	2898	0	0
2025.02.17	13:00:00	1.04891	1.04894	1.04779	1.04819	2664	0	0
2025.02.17	14:00:00	1.04819	1.04851	1.04686	1.04722	3238	0	0
2025.02.17	15:00:00	1.04722	1.04765	1.04671	1.04743	2590	0	0
2025.02.17	16:00:00	1.04743	1.04794	1.04714	1.04784	2161	0	0
2025.02.17	17:00:00	1.04784	1.04843	1.04742	1.04797	2660	0	0
2025.02.17	18:00:00	1.04797	1.04832	1.04768	1.04787	1669	0	0
2025.02.17	19:00:00	1.04787	1.04847	1.04780	1.04827	950	0	0
2025.02.17	20:00:00	1.04827	1.04827	1.04792	1.04822	391	0	0
2025.02.17	21:00:00	1.04822	1.04838	1.04797	1.04816	513	0	0
2025.02.17	22:00:00	1.04816	1.04838	1.04807	1.04835	528	0	0
2025.02.17	23:00:00	1.04835	1.04853	1.04827	1.04833	569	0	0
2025.02.18	00:00:00	1.04836	1.04836	1.04681	1.04796	623	0	9
2025.02.18	01:00:00	1.04796	1.04858	1.04773	1.04851	758	0	0
2025.02.18	02:00:00	1.04851	1.04863	1.04727	1.04751	1714	0	0
2025.02.18	03:00:00	1.04751	1.04757	1.04627	1.04662	2919	0	0
2025.02.18	04:00:00	1.04662	1.04708	1.04656	1.04676	1624	0	0
2025.02.18	05:00:00	1.04676	1.04724	1.04619	1.04630	2281	0	0
2025.02.18	06:00:00	1.04630	1.04640	1.04554	1.04572	1907	0	0
2025.02.18	07:00:00	1.04572	1.04591	1.04523	1.04551	2135	0	0
2025.02.18	08:00:00	1.04552	1.04634	1.04547	1.04614	2182	0	0
2025.02.18	09:00:00	1.04614	1.04693	1.04587	1.04636	3684	0	0
2025.02.18	10:00:00	1.04635	1.04694	1.04549	1.04570	4405	0	0
2025.02.18	11:00:00	1.04569	1.04652	1.04557	1.04639	3475	0	0
2025.02.18	12:00:00	1.04639	1.04672	1.04591	1.04624	3336	0	0
2025.02.18	13:00:00	1.04624	1.04650	1.04614	1.04629	2026	0	0
2025.02.18	14:00:00	1.04629	1.04671	1.04529	1.04553	3209	0	0
2025.02.18	15:00:00	1.04553	1.04569	1.04419	1.04448	3983	0	0
2025.02.18	16:00:00	1.04448	1.04548	1.04416	1.04523	3999	0	0
2025.02.18	17:00:00	1.04525	1.04672	1.04517	1.04665	5530	0	0
2025.02.18	18:00:00	1.04665	1.04698	1.04540	1.04567	3688	0	0
2025.02.18	19:00:00	1.04567	1.04567	1.04392	1.04461	2435	0	0
2025.02.18	20:00:00	1.04460	1.04479	1.04352	1.04441	1968	0	0
2025.02.18	21:00:00	1.04441	1.04498	1.04406	1.04453	1617	0	0
2025.02.18	22:00:00	1.04453	1.04478	1.04413	1.04478	1592	0	0
2025.02.18	23:00:00	1.04478	1.04495	1.04446	1.04455	1375	0	0
2025.02.19	00:00:00	1.04454	1.04522	1.04391	1.04511	608	0	0
2025.02.19	01:00:00	1.04516	1.04516	1.04451	1.04482	711	0	0
2025.02.19	02:00:00	1.04482	1.04493	1.04439	1.04459	1616	0	0
2025.02.19	03:00:00	1.04459	1.04480	1.04410	1.04466	2854	0	0
2025.02.19	04:00:00	1.04466	1.04524	1.04448	1.04519	1737	0	0
2025.02.19	05:00:00	1.04519	1.04522	1.04477	1.04513	1269	0	0
2025.02.19	06:00:00	1.04513	1.04532	1.04483	1.04524	1252	0	0
2025.02.19	07:00:00	1.04524	1.04563	1.04488	1.04563	1193	0	0
2025.02.19	08:00:00	1.04563	1.04614	1.04543	1.04550	1800	0	0
2025.02.19	09:00:00	1.04552	1.04595	1.04489	1.04513	3101	0	0
2025.02.19	10:00:00	1.04513	1.04563	1.04386	1.04407	3547	0	0
2025.02.19	11:00:00	1.04407	1.04437	1.04284	1.04292	3845	0	0
2025.02.19	12:00:00	1.04292	1.04297	1.04189	1.04240	3655	0	0
2025.02.19	13:00:00	1.04240	1.04333	1.04203	1.04247	4618	0	0
2025.02.19	14:00:00	1.04247	1.04319	1.04219	1.04282	3563	0	0
2025.02.19	15:00:00	1.04281	1.04354	1.04252	1.04340	3567	0	0
2025.02.19	16:00:00	1.04340	1.04378	1.04275	1.04344	4113	0	0
2025.02.19	17:00:00	1.04343	1.04415	1.04216	1.04242	5860	0	0
2025.02.19	18:00:00	1.04242	1.04250	1.04043	1.04047	4224	0	0
2025.02.19	19:00:00	1.04047	1.04133	1.04008	1.04098	3083	0	0
2025.02.19	20:00:00	1.04098	1.04220	1.04086	1.04195	2619	0	0
2025.02.19	21:00:00	1.04195	1.04325	1.04180	1.04259	3439	0	0
2025.02.19	22:00:00	1.04259	1.04266	1.04208	1.04254	2508	0	0
2025.02.19	23:00:00	1.04254	1.04263	1.04220	1.04220	722	0	0
2025.02.20	00:00:00	1.04225	1.04257	1.04143	1.04238	437	0	7
2025.02.20	01:00:00	1.04238	1.04257	1.04199	1.04208	819	0	0
2025.02.20	02:00:00	1.04208	1.04302	1.04198	1.04292	2356	0	0
2025.02.20	03:00:00	1.04292	1.04326	1.04187	1.04212	3279	0	0
2025.02.20	04:00:00	1.04212	1.04376	1.04201	1.04356	3649	0	0
2025.02.20	05:00:00	1.04356	1.04362	1.04269	1.04313	2400	0	0
2025.02.20	06:00:00	1.04313	1.04319	1.04241	1.04304	1984	0	0
2025.02.20	07:00:00	1.04304	1.04342	1.04270	1.04277	1768	0	0
2025.02.20	08:00:00	1.04277	1.04344	1.04245	1.04250	2630	0	0
2025.02.20	09:00:00	1.04251	1.04336	1.04235	1.04316	3295	0	0
2025.02.20	10:00:00	1.04316	1.04422	1.04296	1.04334	3807	0	0
2025.02.20	11:00:00	1.04334	1.04384	1.04288	1.04371	3414	0	0
2025.02.20	12:00:00	1.04371	1.04443	1.04343	1.04424	3133	0	0
2025.02.20	13:00:00	1.04424	1.04465	1.04309	1.04385	2868	0	0
2025.02.20	14:00:00	1.04385	1.04439	1.04333	1.04357	4134	0	0
2025.02.20	15:00:00	1.04357	1.04549	1.04350	1.04483	4631	0	0
2025.02.20	16:00:00	1.04483	1.04606	1.04422	1.04467	5061	0	0
2025.02.20	17:00:00	1.04467	1.04757	1.04420	1.04742	5977	0	0
2025.02.20	18:00:00	1.04742	1.04784	1.04643	1.04750	4448	0	0
2025.02.20	19:00:00	1.04750	1.04947	1.04711	1.04894	3768	0	0
2025.02.20	20:00:00	1.04893	1.04986	1.04854	1.04980	2815	0	0
2025.02.20	21:00:00	1.04980	1.05034	1.04894	1.05017	3039	0	0
2025.02.20	22:00:00	1.05017	1.05032	1.04954	1.05028	2033	0	0
2025.02.20	23:00:00	1.05028	1.05035	1.05003	1.05014	724	0	0
2025.02.21	00:00:00	1.05008	1.05008	1.04938	1.04971	506	0	3
2025.02.21	01:00:00	1.04971	1.05058	1.04971	1.05004	1102	0	0
2025.02.21	02:00:00	1.05004	1.05004	1.04892	1.04901	2303	0	0
2025.02.21	03:00:00	1.04901	1.04934	1.04845	1.04869	3355	0	0
2025.02.21	04:00:00	1.04869	1.05033	1.04864	1.05027	3157	0	0
2025.02.21	05:00:00	1.05027	1.05046	1.04996	1.05026	2151	0	0
2025.02.21	06:00:00	1.05026	1.05050	1.04974	1.04992	1077	0	0
2025.02.21	07:00:00	1.04992	1.05008	1.04916	1.04929	2085	0	0
2025.02.21	08:00:00	1.04929	1.04941	1.04879	1.04887	2567	0	0
2025.02.21	09:00:00	1.04887	1.04997	1.04887	1.04921	3734	0	0
2025.02.21	10:00:00	1.04923	1.04943	1.04680	1.04768	5507	0	0
2025.02.21	11:00:00	1.04767	1.04812	1.04667	1.04692	4402	0	0
2025.02.21	12:00:00	1.04692	1.04722	1.04647	1.04652	3198	0	0
2025.02.21	13:00:00	1.04652	1.04741	1.04633	1.04693	2675	0	0
2025.02.21	14:00:00	1.04693	1.04711	1.04595	1.04618	3279	0	0
2025.02.21	15:00:00	1.04618	1.04779	1.04614	1.04754	3969	0	0
2025.02.21	16:00:00	1.04754	1.04925	1.04704	1.04813	5902	0	0
2025.02.21	17:00:00	1.04813	1.04861	1.04527	1.04542	6095	0	0
2025.02.21	18:00:00	1.04542	1.04578	1.04494	1.04548	3960	0	0
2025.02.21	19:00:00	1.04548	1.04644	1.04522	1.04632	2927	0	0
2025.02.21	20:00:00	1.04632	1.04681	1.04510	1.04600	5238	0	0
2025.02.21	21:00:00	1.04599	1.04667	1.04573	1.04626	3435	0	0
2025.02.21	22:00:00	1.04622	1.04646	1.04574	1.04608	2459	0	0
2025.02.21	23:00:00	1.04608	1.04622	1.04588	1.04599	1159	0	0
2025.02.24	00:00:00	1.04701	1.04823	1.04614	1.04738	765	0	3
2025.02.24	01:00:00	1.04738	1.04849	1.04712	1.04740	1961	0	0
2025.02.24	02:00:00	1.04740	1.05073	1.04715	1.05043	3602	0	0
2025.02.24	03:00:00	1.05043	1.05208	1.05024	1.05180	6274	0	0
2025.02.24	04:00:00	1.05180	1.05284	1.05156	1.05229	5032	0	0
2025.02.24	05:00:00	1.05229	1.05257	1.05165	1.05195	2519	0	0
2025.02.24	06:00:00	1.05195	1.05208	1.05113	1.05156	1584	0	0
2025.02.24	07:00:00	1.05156	1.05198	1.05102	1.05165	2608	0	0
2025.02.24	08:00:00	1.05165	1.05165	1.05011	1.05090	2522	0	0
2025.02.24	09:00:00	1.05090	1.05149	1.04868	1.04911	4629	0	0
2025.02.24	10:00:00	1.04912	1.04924	1.04698	1.04802	5509	0	0
2025.02.24	11:00:00	1.04801	1.04849	1.04689	1.04722	4627	0	0
2025.02.24	12:00:00	1.04721	1.04807	1.04671	1.04803	3350	0	0
2025.02.24	13:00:00	1.04803	1.04814	1.04639	1.04686	2710	0	0
2025.02.24	14:00:00	1.04686	1.04726	1.04603	1.04689	2895	0	0
2025.02.24	15:00:00	1.04689	1.04756	1.04650	1.04671	4004	0	0
2025.02.24	16:00:00	1.04671	1.04698	1.04529	1.04606	5247	0	0
2025.02.24	17:00:00	1.04606	1.04707	1.04602	1.04691	5698	0	0
2025.02.24	18:00:00	1.04691	1.04802	1.04657	1.04777	4409	0	0
2025.02.24	19:00:00	1.04777	1.04839	1.04680	1.04725	4598	0	0
2025.02.24	20:00:00	1.04725	1.04858	1.04708	1.04805	2845	0	0
2025.02.24	21:00:00	1.04805	1.04842	1.04729	1.04752	3539	0	0
2025.02.24	22:00:00	1.04752	1.04795	1.04647	1.04651	4478	0	0
2025.02.24	23:00:00	1.04651	1.04681	1.04620	1.04677	1222	0	0
2025.02.25	00:00:00	1.04673	1.04702	1.04626	1.04674	454	0	1
2025.02.25	01:00:00	1.04674	1.04685	1.04604	1.04614	998	0	0
2025.02.25	02:00:00	1.04614	1.04642	1.04596	1.04633	1608	0	0
2025.02.25	03:00:00	1.04633	1.04657	1.04609	1.04652	2599	0	0
2025.02.25	04:00:00	1.04652	1.04749	1.04651	1.04746	2220	0	0
2025.02.25	05:00:00	1.04746	1.04763	1.04715	1.04732	1943	0	0
2025.02.25	06:00:00	1.04732	1.04773	1.04726	1.04732	1342	0	0
2025.02.25	07:00:00	1.04732	1.04782	1.04724	1.04770	1824	0	0
2025.02.25	08:00:00	1.04770	1.04801	1.04727	1.04770	1845	0	0
2025.02.25	09:00:00	1.04770	1.04777	1.04635	1.04644	4833	0	0
2025.02.25	10:00:00	1.04645	1.04789	1.04564	1.04703	5975	0	0
2025.02.25	11:00:00	1.04703	1.04790	1.04686	1.04732	4532	0	0
2025.02.25	12:00:00	1.04732	1.04742	1.04653	1.04728	3448	0	0
2025.02.25	13:00:00	1.04728	1.04897	1.04716	1.04894	3614	0	0
2025.02.25	14:00:00	1.04894	1.05003	1.04885	1.04936	4733	0	0
2025.02.25	15:00:00	1.04936	1.05097	1.04936	1.05002	4804	0	0
2025.02.25	16:00:00	1.05003	1.05051	1.04919	1.05025	5455	0	0
2025.02.25	17:00:00	1.05025	1.05193	1.04950	1.04987	7317	0	0
2025.02.25	18:00:00	1.04986	1.05061	1.04947	1.04979	5847	0	0
2025.02.25	19:00:00	1.04979	1.05024	1.04840	1.05023	4396	0	0
2025.02.25	20:00:00	1.05023	1.05181	1.05023	1.05086	3336	0	0
2025.02.25	21:00:00	1.05086	1.05129	1.05046	1.05106	3509	0	0
2025.02.25	22:00:00	1.05106	1.05191	1.05093	1.05163	3782	0	0
2025.02.25	23:00:00	1.05163	1.05177	1.05131	1.05148	1608	0	0
2025.02.26	00:00:00	1.05130	1.05140	1.05099	1.05120	153	0	12
2025.02.26	01:00:00	1.05120	1.05228	1.05117	1.05204	1642	0	0
2025.02.26	02:00:00	1.05204	1.05249	1.05198	1.05227	1653	0	0
2025.02.26	03:00:00	1.05227	1.05236	1.05140	1.05152	2850	0	0
2025.02.26	04:00:00	1.05153	1.05170	1.05043	1.05065	2429	0	0
2025.02.26	05:00:00	1.05065	1.05087	1.05013	1.05045	2036	0	0
2025.02.26	06:00:00	1.05045	1.05055	1.04968	1.04973	1367	0	0
2025.02.26	07:00:00	1.04973	1.04982	1.04904	1.04915	2101	0	0
2025.02.26	08:00:00	1.04915	1.04965	1.04872	1.04945	2062	0	0
2025.02.26	09:00:00	1.04945	1.05016	1.04925	1.04938	3407	0	0
2025.02.26	10:00:00	1.04938	1.05116	1.04917	1.05027	4521	0	0
2025.02.26	11:00:00	1.05027	1.05033	1.04950	1.04971	3423	0	0
2025.02.26	12:00:00	1.04971	1.05010	1.04912	1.04976	3578	0	0
2025.02.26	13:00:00	1.04976	1.05022	1.04868	1.04916	3025	0	0
2025.02.26	14:00:00	1.04915	1.04950	1.04750	1.04768	3561	0	0
2025.02.26	15:00:00	1.04768	1.04947	1.04766	1.04842	4588	0	0
2025.02.26	16:00:00	1.04842	1.04927	1.04823	1.04897	5471	0	0
2025.02.26	17:00:00	1.04897	1.05092	1.04793	1.05060	6825	0	0
2025.02.26	18:00:00	1.05060	1.05156	1.05021	1.05137	5139	0	0
2025.02.26	19:00:00	1.05137	1.05288	1.04832	1.04924	9247	0	0
2025.02.26	20:00:00	1.04924	1.05006	1.04850	1.04882	7129	0	0
2025.02.26	21:00:00	1.04882	1.04936	1.04822	1.04911	5608	0	0
2025.02.26	22:00:00	1.04911	1.04911	1.04808	1.04862	3338	0	0
2025.02.26	23:00:00	1.04863	1.04879	1.04786	1.04848	1472	0	0
2025.02.27	00:00:00	1.04841	1.04876	1.04794	1.04875	142	0	5
2025.02.27	01:00:00	1.04875	1.04925	1.04860	1.04880	651	0	0
2025.02.27	02:00:00	1.04880	1.04880	1.04769	1.04774	2012	0	0
2025.02.27	03:00:00	1.04774	1.04834	1.04730	1.04784	2335	0	0
2025.02.27	04:00:00	1.04784	1.04805	1.04705	1.04711	2485	0	0
2025.02.27	05:00:00	1.04711	1.04745	1.04648	1.04656	1860	0	0
2025.02.27	06:00:00	1.04656	1.04696	1.04592	1.04629	1958	0	0
2025.02.27	07:00:00	1.04629	1.04655	1.04616	1.04650	1569	0	0
2025.02.27	08:00:00	1.04650	1.04732	1.04639	1.04717	2180	0	0
2025.02.27	09:00:00	1.04717	1.04803	1.04686	1.04751	3513	0	0
2025.02.27	10:00:00	1.04751	1.04804	1.04705	1.04785	4882	0	0
2025.02.27	11:00:00	1.04785	1.04853	1.04752	1.04843	3529	0	0
2025.02.27	12:00:00	1.04843	1.04844	1.04739	1.04817	3554	0	0
2025.02.27	13:00:00	1.04817	1.04874	1.04760	1.04760	3407	0	0
2025.02.27	14:00:00	1.04760	1.04842	1.04733	1.04767	4081	0	0
2025.02.27	15:00:00	1.04767	1.04898	1.04194	1.04236	9873	0	0
2025.02.27	16:00:00	1.04236	1.04418	1.04141	1.04203	9908	0	0
2025.02.27	17:00:00	1.04203	1.04279	1.04096	1.04151	7391	0	0
2025.02.27	18:00:00	1.04151	1.04162	1.04034	1.04138	5122	0	0
2025.02.27	19:00:00	1.04138	1.04183	1.04003	1.04074	4230	0	0
2025.02.27	20:00:00	1.04074	1.04177	1.04074	1.04173	3456	0	0
2025.02.27	21:00:00	1.04173	1.04179	1.04035	1.04044	3597	0	0
2025.02.27	22:00:00	1.04046	1.04085	1.04016	1.04053	3170	0	0
2025.02.27	23:00:00	1.04053	1.04055	1.03969	1.03981	1541	0	0
2025.02.28	00:00:00	1.03976	1.03986	1.03884	1.03945	739	0	0
2025.02.28	01:00:00	1.03943	1.04005	1.03920	1.03938	1191	0	0
2025.02.28	02:00:00	1.03938	1.04028	1.03938	1.04026	2269	0	0
2025.02.28	03:00:00	1.04026	1.04043	1.03845	1.03850	3787	0	0
2025.02.28	04:00:00	1.03850	1.03916	1.03805	1.03825	3402	0	0
2025.02.28	05:00:00	1.03825	1.03896	1.03813	1.03883	2244	0	0
2025.02.28	06:00:00	1.03883	1.03909	1.03862	1.03866	1513	0	0
2025.02.28	07:00:00	1.03866	1.03902	1.03843	1.03889	1411	0	0
2025.02.28	08:00:00	1.03889	1.03893	1.03827	1.03878	2512	0	0
2025.02.28	09:00:00	1.03878	1.04008	1.03857	1.03962	3539	0	0
2025.02.28	10:00:00	1.03962	1.04045	1.03953	1.04013	4099	0	0
2025.02.28	11:00:00	1.04013	1.04081	1.03945	1.03954	3959	0	0
2025.02.28	12:00:00	1.03954	1.04061	1.03925	1.03993	3012	0	0
2025.02.28	13:00:00	1.03993	1.04013	1.03936	1.03989	2738	0	0
2025.02.28	14:00:00	1.03989	1.04080	1.03980	1.04072	3093	0	0
2025.02.28	15:00:00	1.04072	1.04162	1.04054	1.04069	5715	0	0
2025.02.28	16:00:00	1.04069	1.04142	1.04009	1.04099	5702	0	0
2025.02.28	17:00:00	1.04100	1.04200	1.03934	1.04001	7699	0	0
2025.02.28	18:00:00	1.04000	1.04116	1.03981	1.04017	7236	0	0
2025.02.28	19:00:00	1.04017	1.04102	1.03901	1.03966	6227	0	0
2025.02.28	20:00:00	1.03966	1.03983	1.03628	1.03637	7796	0	0
2025.02.28	21:00:00	1.03637	1.03738	1.03600	1.03677	4413	0	0
2025.02.28	22:00:00	1.03678	1.03771	1.03623	1.03750	4587	0	0
2025.02.28	23:00:00	1.03750	1.03771	1.03685	1.03758	1941	0	0
2025.03.03	00:00:00	1.04000	1.04040	1.03994	1.04034	645	0	1
2025.03.03	01:00:00	1.04034	1.04211	1.04000	1.04122	3343	0	0
2025.03.03	02:00:00	1.04122	1.04201	1.04024	1.04095	3731	0	0
2025.03.03	03:00:00	1.04095	1.04231	1.04076	1.04197	3067	0	0
2025.03.03	04:00:00	1.04197	1.04234	1.04150	1.04200	2506	0	0
2025.03.03	05:00:00	1.04200	1.04200	1.04101	1.04171	2585	0	0
2025.03.03	06:00:00	1.04171	1.04206	1.04167	1.04180	1305	0	0
2025.03.03	07:00:00	1.04180	1.04194	1.04125	1.04145	1505	0	0
2025.03.03	08:00:00	1.04145	1.04165	1.04068	1.04085	2884	0	0
2025.03.03	09:00:00	1.04085	1.04103	1.04019	1.04055	4038	0	0
2025.03.03	10:00:00	1.04056	1.04069	1.03887	1.04012	4788	0	0
2025.03.03	11:00:00	1.04012	1.04290	1.04012	1.04272	3609	0	0
2025.03.03	12:00:00	1.04274	1.04449	1.04272	1.04423	5922	0	0
2025.03.03	13:00:00	1.04423	1.04581	1.04406	1.04526	5378	0	0
2025.03.03	14:00:00	1.04526	1.04762	1.04526	1.04704	5785	0	0
2025.03.03	15:00:00	1.04704	1.04764	1.04596	1.04720	4645	0	0
2025.03.03	16:00:00	1.04721	1.04909	1.04688	1.04823	6607	0	0
2025.03.03	17:00:00	1.04819	1.05037	1.04765	1.04847	8880	0	0
2025.03.03	18:00:00	1.04847	1.05015	1.04841	1.04962	5476	0	0
2025.03.03	19:00:00	1.04962	1.04969	1.04868	1.04905	3773	0	0
2025.03.03	20:00:00	1.04905	1.05033	1.04818	1.04871	4602	0	0
2025.03.03	21:00:00	1.04871	1.04938	1.04724	1.04730	5678	0	0
2025.03.03	22:00:00	1.04730	1.04852	1.04665	1.04823	8099	0	0
2025.03.03	23:00:00	1.04823	1.04926	1.04805	1.04881	2355	0	0
2025.03.04	00:00:00	1.04860	1.04878	1.04800	1.04860	475	0	13
2025.03.04	01:00:00	1.04860	1.04926	1.04765	1.04856	1654	0	0
2025.03.04	02:00:00	1.04856	1.04888	1.04767	1.04881	3768	0	0
2025.03.04	03:00:00	1.04881	1.04960	1.04824	1.04885	5508	0	0
2025.03.04	04:00:00	1.04885	1.04901	1.04803	1.04808	3475	0	0
2025.03.04	05:00:00	1.04808	1.04839	1.04749	1.04774	3399	0	0
2025.03.04	06:00:00	1.04774	1.04806	1.04713	1.04781	2463	0	0
2025.03.04	07:00:00	1.04781	1.04864	1.04710	1.04835	4058	0	0
2025.03.04	08:00:00	1.04835	1.04897	1.04791	1.04860	2640	0	0
2025.03.04	09:00:00	1.04860	1.05006	1.04810	1.04931	6073	0	0
2025.03.04	10:00:00	1.04931	1.05241	1.04864	1.05190	8009	0	0
2025.03.04	11:00:00	1.05190	1.05272	1.05094	1.05121	5382	0	0
2025.03.04	12:00:00	1.05121	1.05195	1.05026	1.05114	5157	0	0
2025.03.04	13:00:00	1.05114	1.05446	1.05098	1.05443	4927	0	0
2025.03.04	14:00:00	1.05443	1.05569	1.05362	1.05532	6208	0	0
2025.03.04	15:00:00	1.05532	1.05597	1.05308	1.05391	7621	0	0
2025.03.04	16:00:00	1.05391	1.05486	1.05208	1.05215	8590	0	0
2025.03.04	17:00:00	1.05215	1.05281	1.04964	1.05265	8859	0	0
2025.03.04	18:00:00	1.05265	1.05398	1.05154	1.05338	8573	0	0
2025.03.04	19:00:00	1.05338	1.05440	1.05306	1.05417	8099	0	0
2025.03.04	20:00:00	1.05417	1.05911	1.05378	1.05907	8412	0	0
2025.03.04	21:00:00	1.05907	1.06020	1.05866	1.06008	5693	0	0
2025.03.04	22:00:00	1.06008	1.06240	1.06008	1.06086	6293	0	0
2025.03.04	23:00:00	1.06086	1.06274	1.06083	1.06255	4873	0	0
2025.03.05	00:00:00	1.06254	1.06254	1.06164	1.06192	526	0	1
2025.03.05	01:00:00	1.06192	1.06371	1.06192	1.06233	2502	0	0
2025.03.05	02:00:00	1.06233	1.06275	1.06107	1.06211	4137	0	0
2025.03.05	03:00:00	1.06211	1.06277	1.06084	1.06128	7388	0	0
2025.03.05	04:00:00	1.06128	1.06163	1.06040	1.06043	4893	0	0
2025.03.05	05:00:00	1.06041	1.06203	1.06021	1.06182	4496	0	0
2025.03.05	06:00:00	1.06182	1.06260	1.06155	1.06190	2831	0	0
2025.03.05	07:00:00	1.06190	1.06325	1.06190	1.06316	2208	0	0
2025.03.05	08:00:00	1.06316	1.06390	1.06244	1.06325	3632	0	0
2025.03.05	09:00:00	1.06325	1.06764	1.06297	1.06747	8055	0	0
2025.03.05	10:00:00	1.06747	1.06998	1.06587	1.06980	8918	0	0
2025.03.05	11:00:00	1.06980	1.07224	1.06958	1.07119	7682	0	0
2025.03.05	12:00:00	1.07119	1.07152	1.06837	1.06972	6002	0	0
2025.03.05	13:00:00	1.06972	1.06986	1.06764	1.06788	4594	0	0
2025.03.05	14:00:00	1.06788	1.07141	1.06788	1.06957	6841	0	0
2025.03.05	15:00:00	1.06958	1.07229	1.06868	1.07159	10064	0	0
2025.03.05	16:00:00	1.07159	1.07771	1.07140	1.07684	11599	0	0
2025.03.05	17:00:00	1.07690	1.07705	1.07411	1.07654	13569	0	0
2025.03.05	18:00:00	1.07653	1.07868	1.07613	1.07673	11086	0	0
2025.03.05	19:00:00	1.07671	1.07879	1.07625	1.07853	8648	0	0
2025.03.05	20:00:00	1.07853	1.07889	1.07640	1.07737	8269	0	0
2025.03.05	21:00:00	1.07737	1.07909	1.07700	1.07902	3842	0	0
2025.03.05	22:00:00	1.07902	1.07967	1.07878	1.07922	2822	0	0
2025.03.05	23:00:00	1.07922	1.07928	1.07855	1.07888	2372	0	0
2025.03.06	00:00:00	1.07866	1.07927	1.07852	1.07906	370	0	1
2025.03.06	01:00:00	1.07906	1.07952	1.07874	1.07943	1320	0	0
2025.03.06	02:00:00	1.07943	1.08031	1.07873	1.07945	3105	0	0
2025.03.06	03:00:00	1.07945	1.08202	1.07896	1.08153	4386	0	0
2025.03.06	04:00:00	1.08153	1.08193	1.07980	1.08052	4069	0	0
2025.03.06	05:00:00	1.08052	1.08054	1.07882	1.07897	3419	0	0
2025.03.06	06:00:00	1.07897	1.08043	1.07842	1.08035	2938	0	0
2025.03.06	07:00:00	1.08036	1.08117	1.08003	1.08105	3683	0	0
2025.03.06	08:00:00	1.08105	1.08201	1.07991	1.08027	4734	0	0
2025.03.06	09:00:00	1.08027	1.08223	1.07919	1.07992	7968	0	0
2025.03.06	10:00:00	1.07992	1.08169	1.07931	1.08013	10263	0	0
2025.03.06	11:00:00	1.08013	1.08069	1.07805	1.08000	7429	0	0
2025.03.06	12:00:00	1.08000	1.08039	1.07831	1.07920	5569	0	0
2025.03.06	13:00:00	1.07920	1.08010	1.07833	1.07993	4532	0	0
2025.03.06	14:00:00	1.07993	1.08071	1.07883	1.08002	4734	0	0
2025.03.06	15:00:00	1.08002	1.08453	1.07907	1.08262	11338	0	0
2025.03.06	16:00:00	1.08262	1.08410	1.08114	1.08371	13481	0	0
2025.03.06	17:00:00	1.08371	1.08538	1.08115	1.08172	11754	0	0
2025.03.06	18:00:00	1.08172	1.08376	1.08155	1.08177	10815	0	0
2025.03.06	19:00:00	1.08177	1.08224	1.07916	1.07971	7988	0	0
2025.03.06	20:00:00	1.07971	1.08020	1.07657	1.07840	5880	0	0
2025.03.06	21:00:00	1.07840	1.08116	1.07829	1.08017	5121	0	0
2025.03.06	22:00:00	1.08017	1.08034	1.07856	1.07866	4133	0	0
2025.03.06	23:00:00	1.07867	1.07904	1.07750	1.07842	2071	0	0
2025.03.07	00:00:00	1.07808	1.07912	1.07764	1.07885	835	0	12
2025.03.07	01:00:00	1.07885	1.07964	1.07845	1.07874	1287	0	0
2025.03.07	02:00:00	1.07874	1.07954	1.07871	1.07876	2630	0	0
2025.03.07	03:00:00	1.07876	1.07930	1.07813	1.07901	4101	0	0
2025.03.07	04:00:00	1.07901	1.07994	1.07847	1.07992	3849	0	0
