<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.12.17	00:00:00	1.12998	1.13576	1.12965	1.13474	112936	0	50
2018.12.18	00:00:00	1.13469	1.14024	1.13366	1.13632	122710	0	50
2018.12.19	00:00:00	1.13590	1.14393	1.13589	1.13760	163297	0	50
2018.12.20	00:00:00	1.13735	1.14858	1.13693	1.14456	180768	0	50
2018.12.21	00:00:00	1.14449	1.14741	1.13560	1.13655	154773	0	50
2018.12.24	00:00:00	1.13703	1.14385	1.13604	1.13968	126533	0	50
2018.12.26	00:00:00	1.13858	1.14200	1.13429	1.13539	86833	0	50
2018.12.27	00:00:00	1.13504	1.14541	1.13504	1.14313	185684	0	50
2018.12.28	00:00:00	1.14275	1.14728	1.14234	1.14401	147881	0	50
2018.12.31	00:00:00	1.14328	1.14673	1.14213	1.14673	102058	0	50
2019.01.02	00:00:00	1.14630	1.14967	1.13250	1.13435	152412	0	50
2019.01.03	00:00:00	1.13419	1.14111	1.13071	1.13942	193396	0	50
2019.01.04	00:00:00	1.13921	1.14190	1.13458	1.13958	156577	0	50
2019.01.07	00:00:00	1.13946	1.14826	1.13946	1.14741	114127	0	50
2019.01.08	00:00:00	1.14742	1.14846	1.14221	1.14413	121313	0	50
2019.01.09	00:00:00	1.14404	1.15578	1.14366	1.15430	158900	0	50
2019.01.10	00:00:00	1.15423	1.15697	1.14844	1.15003	151267	0	50
2019.01.11	00:00:00	1.14997	1.15404	1.14581	1.14646	133380	0	50
2019.01.14	00:00:00	1.14578	1.14820	1.14506	1.14689	116419	0	50
2019.01.15	00:00:00	1.14682	1.14897	1.13819	1.14124	154128	0	50
2019.01.16	00:00:00	1.14126	1.14248	1.13777	1.13913	120028	0	50
2019.01.17	00:00:00	1.13919	1.14060	1.13700	1.13884	123730	0	50
2019.01.18	00:00:00	1.13874	1.14102	1.13533	1.13639	109607	0	50
2019.01.21	00:00:00	1.13604	1.13913	1.13568	1.13667	72845	0	50
2019.01.22	00:00:00	1.13659	1.13740	1.13361	1.13597	100021	0	50
2019.01.23	00:00:00	1.13588	1.13944	1.13509	1.13804	104199	0	50
2019.01.24	00:00:00	1.13811	1.13914	1.12893	1.13074	153007	0	50
2019.01.25	00:00:00	1.13027	1.14176	1.12998	1.14041	136585	0	50
2019.01.28	00:00:00	1.14001	1.14437	1.13901	1.14257	101369	0	50
2019.01.29	00:00:00	1.14270	1.14502	1.14112	1.14319	126220	0	50
2019.01.30	00:00:00	1.14322	1.15017	1.14061	1.14793	133348	0	50
2019.01.31	00:00:00	1.14788	1.15142	1.14357	1.14475	130836	0	50
2019.02.01	00:00:00	1.14458	1.14886	1.14343	1.14541	111611	0	50
2019.02.04	00:00:00	1.14508	1.14604	1.14244	1.14357	94983	0	50
2019.02.05	00:00:00	1.14346	1.14405	1.14012	1.14047	89415	0	50
2019.02.06	00:00:00	1.14049	1.14095	1.13608	1.13616	89496	0	50
2019.02.07	00:00:00	1.13616	1.13684	1.13245	1.13378	96574	0	50
2019.02.08	00:00:00	1.13382	1.13508	1.13211	1.13235	78474	0	50
2019.02.11	00:00:00	1.13208	1.13299	1.12673	1.12748	84731	0	50
2019.02.12	00:00:00	1.12754	1.13398	1.12577	1.13269	85031	0	50
2019.02.13	00:00:00	1.13247	1.13415	1.12603	1.12612	94479	0	50
2019.02.14	00:00:00	1.12590	1.13099	1.12492	1.12955	113927	0	50
2019.02.15	00:00:00	1.12952	1.13062	1.12341	1.12926	99643	0	50
2019.02.18	00:00:00	1.12910	1.13339	1.12888	1.13107	65307	0	50
2019.02.19	00:00:00	1.13077	1.13576	1.12756	1.13403	103228	0	50
2019.02.20	00:00:00	1.13394	1.13711	1.13248	1.13370	102550	0	50
2019.02.21	00:00:00	1.13357	1.13664	1.13203	1.13327	120603	0	50
2019.02.22	00:00:00	1.13341	1.13557	1.13162	1.13321	96895	0	50
2019.02.25	00:00:00	1.13338	1.13675	1.13278	1.13569	89912	0	50
2019.02.26	00:00:00	1.13585	1.14028	1.13452	1.13889	99803	0	50
2019.02.27	00:00:00	1.13881	1.14037	1.13623	1.13694	101254	0	50
2019.02.28	00:00:00	1.13690	1.14196	1.13594	1.13703	118997	0	50
2019.03.01	00:00:00	1.13699	1.14086	1.13533	1.13634	102419	0	50
2019.03.04	00:00:00	1.13823	1.13823	1.13091	1.13398	81122	0	50
2019.03.05	00:00:00	1.13393	1.13409	1.12896	1.13072	77402	0	50
2019.03.06	00:00:00	1.13076	1.13247	1.12856	1.13063	91901	0	50
2019.03.07	00:00:00	1.13060	1.13203	1.11764	1.11937	129744	0	50
2019.03.08	00:00:00	1.11936	1.12461	1.11852	1.12333	115065	0	50
2019.03.11	00:00:00	1.12308	1.12584	1.12218	1.12442	89008	0	50
2019.03.12	00:00:00	1.12446	1.13050	1.12438	1.12862	125311	0	50
2019.03.13	00:00:00	1.12872	1.13386	1.12775	1.13289	102704	0	50
2019.03.14	00:00:00	1.13262	1.13375	1.12942	1.13048	112587	0	50
2019.03.15	00:00:00	1.13026	1.13443	1.12985	1.13238	95175	0	50
2019.03.18	00:00:00	1.13202	1.13590	1.13191	1.13397	91543	0	50
2019.03.19	00:00:00	1.13337	1.13617	1.13323	1.13512	79571	0	50
2019.03.20	00:00:00	1.13508	1.14481	1.13355	1.14121	132739	0	50
2019.03.21	00:00:00	1.14130	1.14374	1.13425	1.13752	168475	0	50
2019.03.22	00:00:00	1.13733	1.14002	1.12733	1.13003	110312	0	50
2019.03.25	00:00:00	1.12870	1.13314	1.12859	1.13126	83192	0	50
2019.03.26	00:00:00	1.13119	1.13259	1.12632	1.12658	94415	0	50
2019.03.27	00:00:00	1.12655	1.12856	1.12422	1.12440	107442	0	50
2019.03.28	00:00:00	1.12435	1.12612	1.12136	1.12238	100100	0	50
2019.03.29	00:00:00	1.12192	1.12465	1.12098	1.12178	98143	0	50
2019.04.01	00:00:00	1.12253	1.12499	1.12041	1.12121	84773	0	50
2019.04.02	00:00:00	1.12121	1.12159	1.11837	1.12043	81023	0	50
2019.04.03	00:00:00	1.12040	1.12547	1.12001	1.12330	78228	0	50
2019.04.04	00:00:00	1.12318	1.12476	1.12061	1.12203	72653	0	50
2019.04.05	00:00:00	1.12193	1.12475	1.12101	1.12167	67062	0	50
2019.04.08	00:00:00	1.12140	1.12745	1.12103	1.12592	61722	0	50
2019.04.09	00:00:00	1.12600	1.12842	1.12551	1.12631	70469	0	50
2019.04.10	00:00:00	1.12621	1.12868	1.12296	1.12745	76782	0	50
2019.04.11	00:00:00	1.12732	1.12874	1.12500	1.12544	65360	0	50
2019.04.12	00:00:00	1.12510	1.13240	1.12510	1.12981	73576	0	50
2019.04.15	00:00:00	1.13034	1.13210	1.12976	1.13040	61338	0	50
2019.04.16	00:00:00	1.13030	1.13139	1.12795	1.12806	80586	0	50
2019.04.17	00:00:00	1.12797	1.13238	1.12789	1.12989	71929	0	50
2019.04.18	00:00:00	1.12927	1.13040	1.12262	1.12299	86472	0	50
2019.04.19	00:00:00	1.12288	1.12476	1.12270	1.12403	34598	0	50
2019.04.22	00:00:00	1.12399	1.12621	1.12359	1.12570	30581	0	50
2019.04.23	00:00:00	1.12568	1.12612	1.11922	1.12275	67871	0	50
2019.04.24	00:00:00	1.12261	1.12264	1.11406	1.11521	88012	0	50
2019.04.25	00:00:00	1.11536	1.11625	1.11179	1.11327	82225	0	50
2019.04.26	00:00:00	1.11283	1.11740	1.11110	1.11475	85543	0	50
2019.04.29	00:00:00	1.11447	1.11869	1.11447	1.11847	53505	0	50
2019.04.30	00:00:00	1.11852	1.12292	1.11758	1.12153	80078	0	50
2019.05.01	00:00:00	1.12137	1.12648	1.11871	1.11947	71789	0	50
2019.05.02	00:00:00	1.11948	1.12192	1.11707	1.11716	78856	0	50
2019.05.03	00:00:00	1.11712	1.12048	1.11350	1.12016	84187	0	50
2019.05.06	00:00:00	1.11687	1.12093	1.11659	1.11989	71584	0	50
2019.05.07	00:00:00	1.11983	1.12179	1.11666	1.11917	83804	0	50
2019.05.08	00:00:00	1.11898	1.12138	1.11829	1.11920	125624	0	50
2019.05.09	00:00:00	1.11902	1.12510	1.11735	1.12121	142041	0	50
2019.05.10	00:00:00	1.12134	1.12536	1.12113	1.12343	123855	0	50
2019.05.13	00:00:00	1.12300	1.12636	1.12230	1.12246	102949	0	50
2019.05.14	00:00:00	1.12209	1.12440	1.12012	1.12040	90016	0	50
2019.05.15	00:00:00	1.12033	1.12240	1.11780	1.12018	102969	0	50
2019.05.16	00:00:00	1.12016	1.12240	1.11663	1.11727	88922	0	50
2019.05.17	00:00:00	1.11732	1.11843	1.11552	1.11584	101403	0	50
2019.05.20	00:00:00	1.11599	1.11749	1.11507	1.11655	76057	0	50
2019.05.21	00:00:00	1.11651	1.11863	1.11420	1.11616	94819	0	50
2019.05.22	00:00:00	1.11574	1.11804	1.11487	1.11503	78652	0	50
2019.05.23	00:00:00	1.11501	1.11876	1.11073	1.11820	113977	0	50
2019.05.24	00:00:00	1.11812	1.12121	1.11726	1.12053	85607	0	50
2019.05.27	00:00:00	1.12090	1.12151	1.11870	1.11925	42248	0	50
2019.05.28	00:00:00	1.11923	1.11984	1.11593	1.11601	88042	0	50
2019.05.29	00:00:00	1.11600	1.11725	1.11244	1.11310	96235	0	50
2019.05.30	00:00:00	1.11303	1.11434	1.11161	1.11294	81284	0	50
2019.05.31	00:00:00	1.11288	1.11798	1.11252	1.11684	136665	0	50
2019.06.03	00:00:00	1.11603	1.12620	1.11599	1.12411	118852	0	50
2019.06.04	00:00:00	1.12407	1.12773	1.12267	1.12518	128168	0	50
2019.06.05	00:00:00	1.12508	1.13049	1.12198	1.12203	139411	0	50
2019.06.06	00:00:00	1.12204	1.13090	1.12007	1.12754	142167	0	50
2019.06.07	00:00:00	1.12755	1.13478	1.12513	1.13312	129289	0	50
2019.06.10	00:00:00	1.13221	1.13308	1.12902	1.13114	92058	0	50
2019.06.11	00:00:00	1.13111	1.13376	1.13014	1.13256	113911	0	50
2019.06.12	00:00:00	1.13255	1.13435	1.12826	1.12870	112793	0	50
2019.06.13	00:00:00	1.12867	1.13037	1.12685	1.12765	103187	0	50
2019.06.14	00:00:00	1.12764	1.12892	1.12025	1.12105	117722	0	50
2019.06.17	00:00:00	1.12094	1.12471	1.12037	1.12177	77702	0	50
2019.06.18	00:00:00	1.12178	1.12429	1.11813	1.11941	134972	0	50
2019.06.19	00:00:00	1.11926	1.12543	1.11872	1.12263	125687	0	50
2019.06.20	00:00:00	1.12259	1.13175	1.12257	1.12913	154425	0	50
2019.06.21	00:00:00	1.12918	1.13778	1.12831	1.13687	146397	0	50
2019.06.24	00:00:00	1.13698	1.14040	1.13657	1.13983	102567	0	50
2019.06.25	00:00:00	1.13978	1.14121	1.13443	1.13667	172041	0	50
2019.06.26	00:00:00	1.13661	1.13913	1.13475	1.13684	143492	0	50
2019.06.27	00:00:00	1.13675	1.13815	1.13479	1.13691	142458	0	50
2019.06.28	00:00:00	1.13687	1.13936	1.13510	1.13695	148764	0	50
2019.07.01	00:00:00	1.13588	1.13711	1.12810	1.12850	171001	0	50
2019.07.02	00:00:00	1.12848	1.13207	1.12753	1.12861	141456	0	50
2019.07.03	00:00:00	1.12839	1.13102	1.12686	1.12777	133900	0	50
2019.07.04	00:00:00	1.12776	1.12951	1.12732	1.12842	60769	0	50
2019.07.05	00:00:00	1.12835	1.12878	1.12075	1.12260	137949	0	50
2019.07.08	00:00:00	1.12218	1.12344	1.12070	1.12142	92306	0	50
2019.07.09	00:00:00	1.12137	1.12188	1.11935	1.12074	102324	0	50
2019.07.10	00:00:00	1.12077	1.12638	1.12019	1.12503	153221	0	50
2019.07.11	00:00:00	1.12504	1.12858	1.12452	1.12545	152005	0	50
2019.07.12	00:00:00	1.12536	1.12749	1.12383	1.12700	129827	0	50
2019.07.15	00:00:00	1.12672	1.12839	1.12534	1.12577	101110	0	50
2019.07.16	00:00:00	1.12573	1.12634	1.12019	1.12093	128679	0	50
2019.07.17	00:00:00	1.12097	1.12335	1.11997	1.12248	104806	0	50
2019.07.18	00:00:00	1.12233	1.12804	1.12052	1.12768	162763	0	50
2019.07.19	00:00:00	1.12761	1.12821	1.12034	1.12199	161727	0	50
2019.07.22	00:00:00	1.12144	1.12252	1.12062	1.12083	118321	0	50
2019.07.23	00:00:00	1.12080	1.12094	1.11458	1.11508	125875	0	50
2019.07.24	00:00:00	1.11514	1.11558	1.11269	1.11390	123694	0	50
2019.07.25	00:00:00	1.11398	1.11877	1.11014	1.11461	190938	0	50
2019.07.26	00:00:00	1.11465	1.11509	1.11120	1.11267	111664	0	50
2019.07.29	00:00:00	1.11237	1.11510	1.11130	1.11451	93316	0	50
2019.07.30	00:00:00	1.11447	1.11611	1.11322	1.11557	132975	0	50
2019.07.31	00:00:00	1.11539	1.11621	1.10602	1.10764	202099	0	50
2019.08.01	00:00:00	1.10755	1.10957	1.10269	1.10848	257350	0	50
2019.08.02	00:00:00	1.10847	1.11164	1.10699	1.11049	282458	0	50
2019.08.05	00:00:00	1.11002	1.12131	1.10981	1.12027	351315	0	50
2019.08.06	00:00:00	1.12028	1.12495	1.11676	1.12015	363306	0	50
2019.08.07	00:00:00	1.11967	1.12418	1.11790	1.11992	364900	0	50
2019.08.08	00:00:00	1.12003	1.12327	1.11769	1.11794	227063	0	50
2019.08.09	00:00:00	1.11795	1.12229	1.11781	1.12008	214518	0	50
2019.08.12	00:00:00	1.11977	1.12308	1.11620	1.12135	205113	0	50
2019.08.13	00:00:00	1.12130	1.12286	1.11701	1.11710	340428	0	50
2019.08.14	00:00:00	1.11705	1.11908	1.11308	1.11384	284328	0	50
2019.08.15	00:00:00	1.11376	1.11586	1.10915	1.11092	391333	0	50
2019.08.16	00:00:00	1.11065	1.11122	1.10665	1.10893	313466	0	50
2019.08.19	00:00:00	1.10922	1.11139	1.10760	1.10779	229576	0	50
2019.08.20	00:00:00	1.10774	1.11068	1.10657	1.11003	240903	0	50
2019.08.21	00:00:00	1.10992	1.11073	1.10800	1.10843	196806	0	50
2019.08.22	00:00:00	1.10841	1.11132	1.10636	1.10791	262200	0	50
2019.08.23	00:00:00	1.10788	1.11533	1.10518	1.11450	313032	0	50
2019.08.26	00:00:00	1.11497	1.11641	1.10941	1.10992	348634	0	50
2019.08.27	00:00:00	1.11008	1.11159	1.10857	1.10901	227790	0	50
2019.08.28	00:00:00	1.10897	1.10981	1.10734	1.10778	212401	0	50
2019.08.29	00:00:00	1.10704	1.10933	1.10421	1.10564	219798	0	50
2019.08.30	00:00:00	1.10563	1.10603	1.09632	1.09937	211647	0	50
2019.09.02	00:00:00	1.09896	1.09966	1.09579	1.09664	131198	0	50
2019.09.03	00:00:00	1.09662	1.09789	1.09261	1.09733	233079	0	50
2019.09.04	00:00:00	1.09738	1.10384	1.09685	1.10344	203430	0	50
2019.09.05	00:00:00	1.10354	1.10848	1.10169	1.10344	227903	0	50
2019.09.06	00:00:00	1.10343	1.10572	1.10202	1.10250	219404	0	50
2019.09.09	00:00:00	1.10227	1.10681	1.10156	1.10462	180157	0	50
2019.09.10	00:00:00	1.10471	1.10595	1.10306	1.10426	147926	0	50
2019.09.11	00:00:00	1.10431	1.10555	1.09854	1.10107	135006	0	50
2019.09.12	00:00:00	1.10099	1.10872	1.09270	1.10637	260416	0	50
2019.09.13	00:00:00	1.10641	1.11095	1.10554	1.10760	176286	0	50
2019.09.16	00:00:00	1.10730	1.10863	1.09934	1.10039	162421	0	50
2019.09.17	00:00:00	1.09976	1.10745	1.09904	1.10719	180351	0	50
2019.09.18	00:00:00	1.10719	1.10757	1.10137	1.10292	188182	0	50
2019.09.19	00:00:00	1.10292	1.10735	1.10231	1.10405	198016	0	50
2019.09.20	00:00:00	1.10406	1.10678	1.09964	1.10195	179695	0	50
2019.09.23	00:00:00	1.10040	1.10255	1.09660	1.09929	165061	0	50
2019.09.24	00:00:00	1.09931	1.10241	1.09839	1.10202	163889	0	50
2019.09.25	00:00:00	1.10195	1.10229	1.09374	1.09427	169394	0	50
2019.09.26	00:00:00	1.09421	1.09674	1.09089	1.09197	164818	0	50
2019.09.27	00:00:00	1.09211	1.09587	1.09047	1.09409	158949	0	50
2019.09.30	00:00:00	1.09422	1.09479	1.08847	1.08993	144134	0	50
2019.10.01	00:00:00	1.08962	1.09429	1.08791	1.09318	185185	0	50
2019.10.02	00:00:00	1.09319	1.09637	1.09042	1.09591	168059	0	50
2019.10.03	00:00:00	1.09589	1.09992	1.09410	1.09636	166979	0	50
2019.10.04	00:00:00	1.09632	1.09983	1.09570	1.09770	156856	0	50
2019.10.07	00:00:00	1.09799	1.10007	1.09619	1.09703	126005	0	50
2019.10.08	00:00:00	1.09700	1.09959	1.09411	1.09556	170202	0	50
2019.10.09	00:00:00	1.09556	1.09902	1.09502	1.09709	131245	0	50
2019.10.10	00:00:00	1.09707	1.10338	1.09703	1.10056	192834	0	50
2019.10.11	00:00:00	1.10052	1.10628	1.10008	1.10353	203040	0	50
2019.10.14	00:00:00	1.10314	1.10428	1.10129	1.10259	114373	0	50
2019.10.15	00:00:00	1.10270	1.10461	1.09913	1.10322	183678	0	50
2019.10.16	00:00:00	1.10327	1.10856	1.10225	1.10719	199297	0	50
2019.10.17	00:00:00	1.10713	1.11399	1.10651	1.11243	186988	0	50
2019.10.18	00:00:00	1.11241	1.11707	1.11147	1.11707	146018	0	50
2019.10.21	00:00:00	1.11605	1.11794	1.11388	1.11497	123275	0	50
2019.10.22	00:00:00	1.11491	1.11568	1.11178	1.11246	134183	0	50
2019.10.23	00:00:00	1.11246	1.11402	1.11061	1.11300	113093	0	50
2019.10.24	00:00:00	1.11303	1.11627	1.10931	1.11049	144235	0	50
2019.10.25	00:00:00	1.11036	1.11230	1.10730	1.10795	96873	0	50
2019.10.28	00:00:00	1.10794	1.11067	1.10755	1.10997	91079	0	50
2019.10.29	00:00:00	1.10995	1.11186	1.10735	1.11108	111130	0	50
2019.10.30	00:00:00	1.11118	1.11516	1.10800	1.11499	153457	0	50
2019.10.31	00:00:00	1.11499	1.11757	1.11315	1.11514	155162	0	50
2019.11.01	00:00:00	1.11511	1.11719	1.11282	1.11642	124504	0	50
2019.11.04	00:00:00	1.11680	1.11755	1.11247	1.11284	107822	0	50
2019.11.05	00:00:00	1.11272	1.11403	1.10635	1.10737	144595	0	50
2019.11.06	00:00:00	1.10741	1.10929	1.10651	1.10665	115117	0	50
2019.11.07	00:00:00	1.10657	1.10916	1.10360	1.10501	165154	0	50
2019.11.08	00:00:00	1.10492	1.10554	1.10167	1.10192	120368	0	50
2019.11.11	00:00:00	1.10225	1.10430	1.10164	1.10330	85407	0	50
2019.11.12	00:00:00	1.10326	1.10386	1.10024	1.10089	116173	0	50
2019.11.13	00:00:00	1.10087	1.10204	1.09953	1.10069	120911	0	50
2019.11.14	00:00:00	1.10056	1.10276	1.09891	1.10208	126253	0	50
2019.11.15	00:00:00	1.10207	1.10568	1.10145	1.10519	108127	0	50
2019.11.18	00:00:00	1.10478	1.10899	1.10478	1.10722	101291	0	50
2019.11.19	00:00:00	1.10715	1.10840	1.10625	1.10781	93030	0	50
2019.11.20	00:00:00	1.10780	1.10816	1.10530	1.10723	119335	0	50
2019.11.21	00:00:00	1.10723	1.10970	1.10522	1.10586	110690	0	50
2019.11.22	00:00:00	1.10583	1.10871	1.10144	1.10199	120436	0	50
2019.11.25	00:00:00	1.10163	1.10322	1.10036	1.10117	101249	0	50
2019.11.26	00:00:00	1.10134	1.10255	1.10072	1.10220	103169	0	50
2019.11.27	00:00:00	1.10197	1.10244	1.09923	1.09990	103583	0	50
2019.11.28	00:00:00	1.09991	1.10179	1.09984	1.10072	71347	0	50
2019.11.29	00:00:00	1.10072	1.10284	1.09811	1.10200	86713	0	50
2019.12.02	00:00:00	1.10224	1.10904	1.10029	1.10784	111363	0	50
2019.12.03	00:00:00	1.10786	1.10935	1.10661	1.10818	113065	0	50
2019.12.04	00:00:00	1.10811	1.11163	1.10667	1.10773	131447	0	50
2019.12.05	00:00:00	1.10772	1.11081	1.10771	1.11040	98597	0	50
2019.12.06	00:00:00	1.11039	1.11097	1.10398	1.10602	100244	0	50
2019.12.09	00:00:00	1.10490	1.10781	1.10490	1.10639	75474	0	50
2019.12.10	00:00:00	1.10632	1.10977	1.10628	1.10933	94271	0	50
2019.12.11	00:00:00	1.10921	1.11448	1.10702	1.11298	114113	0	50
2019.12.12	00:00:00	1.11292	1.11543	1.11031	1.11319	153524	0	50
2019.12.13	00:00:00	1.11284	1.11996	1.11020	1.11175	216258	0	50
2019.12.16	00:00:00	1.11242	1.11581	1.11226	1.11439	107485	0	50
2019.12.17	00:00:00	1.11429	1.11746	1.11293	1.11508	120075	0	50
2019.12.18	00:00:00	1.11489	1.11541	1.11104	1.11133	105068	0	50
2019.12.19	00:00:00	1.11126	1.11443	1.11072	1.11201	112204	0	50
2019.12.20	00:00:00	1.11217	1.11248	1.10663	1.10749	97880	0	50
2019.12.23	00:00:00	1.10778	1.10959	1.10699	1.10893	98283	0	50
2019.12.24	00:00:00	1.10885	1.10939	1.10692	1.10873	103541	0	50
2019.12.26	00:00:00	1.10907	1.11090	1.10822	1.10967	44560	0	50
2019.12.27	00:00:00	1.10973	1.11883	1.10941	1.11761	139086	0	50
2019.12.30	00:00:00	1.11740	1.12208	1.11715	1.11991	49194	0	50
2019.12.31	00:00:00	1.11985	1.12393	1.11974	1.12099	45516	0	50
2020.01.02	00:00:00	1.12087	1.12246	1.11637	1.11726	47978	0	50
2020.01.03	00:00:00	1.11718	1.11799	1.11251	1.11562	55949	0	50
2020.01.06	00:00:00	1.11598	1.12057	1.11573	1.11971	46053	0	50
2020.01.07	00:00:00	1.11968	1.11976	1.11337	1.11520	54022	0	50
2020.01.08	00:00:00	1.11526	1.11683	1.11020	1.11042	79284	0	50
2020.01.09	00:00:00	1.11053	1.11205	1.10928	1.11068	46691	0	50
2020.01.10	00:00:00	1.11056	1.11292	1.10852	1.11211	44878	0	50
2020.01.13	00:00:00	1.11114	1.11470	1.11114	1.11352	33135	0	50
2020.01.14	00:00:00	1.11339	1.11446	1.11045	1.11264	41123	0	50
2020.01.15	00:00:00	1.11274	1.11635	1.11185	1.11497	36115	0	50
2020.01.16	00:00:00	1.11495	1.11727	1.11280	1.11358	39171	0	50
2020.01.17	00:00:00	1.11359	1.11426	1.10863	1.10896	39306	0	50
2020.01.20	00:00:00	1.10908	1.11024	1.10768	1.10950	30529	0	50
2020.01.21	00:00:00	1.10944	1.11181	1.10811	1.10821	43791	0	50
2020.01.22	00:00:00	1.10820	1.10985	1.10703	1.10943	45065	0	50
2020.01.23	00:00:00	1.10928	1.11088	1.10364	1.10580	58700	0	50
2020.01.24	00:00:00	1.10533	1.10617	1.10199	1.10262	48150	0	50
2020.01.27	00:00:00	1.10300	1.10376	1.10097	1.10193	47833	0	50
2020.01.28	00:00:00	1.10189	1.10253	1.09980	1.10216	38479	0	50
2020.01.29	00:00:00	1.10221	1.10277	1.09924	1.10102	39487	0	50
2020.01.30	00:00:00	1.10101	1.10389	1.10068	1.10315	48116	0	50
2020.01.31	00:00:00	1.10314	1.10953	1.10169	1.10950	51641	0	50
2020.02.03	00:00:00	1.10938	1.10941	1.10364	1.10611	53743	0	50
2020.02.04	00:00:00	1.10586	1.10642	1.10329	1.10445	45730	0	50
2020.02.05	00:00:00	1.10442	1.10480	1.09938	1.09989	49555	0	50
2020.02.06	00:00:00	1.09990	1.10140	1.09645	1.09809	43073	0	50
2020.02.07	00:00:00	1.09830	1.09850	1.09420	1.09433	51633	0	50
2020.02.10	00:00:00	1.09442	1.09575	1.09078	1.09104	36287	0	50
2020.02.11	00:00:00	1.09108	1.09249	1.08913	1.09156	40527	0	50
2020.02.12	00:00:00	1.09149	1.09257	1.08655	1.08735	41825	0	50
2020.02.13	00:00:00	1.08736	1.08889	1.08341	1.08390	46559	0	50
2020.02.14	00:00:00	1.08408	1.08612	1.08272	1.08307	45596	0	50
2020.02.17	00:00:00	1.08398	1.08511	1.08292	1.08336	32411	0	50
2020.02.18	00:00:00	1.08351	1.08380	1.07858	1.07909	53422	0	50
2020.02.19	00:00:00	1.07912	1.08118	1.07823	1.08070	50226	0	50
2020.02.20	00:00:00	1.08044	1.08212	1.07780	1.07833	66689	0	50
2020.02.21	00:00:00	1.07848	1.08636	1.07846	1.08478	63943	0	50
2020.02.24	00:00:00	1.08127	1.08721	1.08051	1.08533	86361	0	50
2020.02.25	00:00:00	1.08526	1.08903	1.08302	1.08809	88018	0	50
2020.02.26	00:00:00	1.08809	1.09089	1.08550	1.08802	94948	0	50
2020.02.27	00:00:00	1.08818	1.10066	1.08784	1.09999	114610	0	50
2020.02.28	00:00:00	1.09999	1.10531	1.09509	1.10294	146959	0	50
2020.03.02	00:00:00	1.10486	1.11850	1.10364	1.11324	161547	0	50
2020.03.03	00:00:00	1.11334	1.12133	1.10954	1.11701	155961	0	50
2020.03.04	00:00:00	1.11715	1.11876	1.10955	1.11350	109400	0	50
2020.03.05	00:00:00	1.11339	1.12449	1.11197	1.12370	100301	0	50
2020.03.06	00:00:00	1.12377	1.13548	1.12115	1.12903	182684	0	50
2020.03.09	00:00:00	1.13470	1.14949	1.13359	1.14445	556805	0	50
2020.03.10	00:00:00	1.14349	1.14580	1.12749	1.12814	264337	0	50
2020.03.11	00:00:00	1.12803	1.13668	1.12575	1.12704	188568	0	50
2020.03.12	00:00:00	1.12687	1.13335	1.10557	1.11855	286955	0	50
2020.03.13	00:00:00	1.11849	1.12213	1.10552	1.11043	280710	0	50
2020.03.16	00:00:00	1.10645	1.12367	1.10635	1.11816	347890	0	50
2020.03.17	00:00:00	1.11824	1.11892	1.09553	1.09987	322454	0	50
2020.03.18	00:00:00	1.09972	1.10452	1.08020	1.09171	321071	0	50
2020.03.19	00:00:00	1.09125	1.09819	1.06551	1.06935	375805	0	50
2020.03.20	00:00:00	1.06904	1.08310	1.06378	1.06938	455907	0	50
2020.03.23	00:00:00	1.07007	1.08279	1.06361	1.07242	372024	0	50
2020.03.24	00:00:00	1.07240	1.08881	1.07205	1.07872	299183	0	50
2020.03.25	00:00:00	1.07875	1.08940	1.07604	1.08808	258443	0	50
2020.03.26	00:00:00	1.08825	1.10587	1.08704	1.10330	240121	0	50
2020.03.27	00:00:00	1.10305	1.11472	1.09535	1.11433	228818	0	50
2020.03.30	00:00:00	1.11167	1.11444	1.10101	1.10446	190841	0	50
2020.03.31	00:00:00	1.10410	1.10543	1.09269	1.10357	220261	0	50
