date,close,realized_vol,atr,ret_open,ret_high,ret_low,ret_close,rsi,macd_hist,bb_width,volume_z,atr_pct,roc_10,stoch_k,ema_ratio,drift_5,drift_21,drift_60,drift_tstat,rate_z21,yield_chg5,dollar_ret5,cpi_yoy,cpi_mom,days_since_cpi,sent_mean,sent_std,sent_min,sent_max,sent_decay,sent_momentum,sent_vol,sent_diffusion,headline_count_z,sig_buy,sig_sell,sig_hold,sig_none
2011-11-22,1.3505,0.0,0.0099,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0073306183,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-23,1.3341,0.0,0.0155,0.0011113994,-0.0027307298,-0.011124084,-0.012217987,0.5,-0.00078450615,0.0,0.7071067,0.01161832,0.0,0.5,-0.0009700668,-0.0061089937,-0.0061089937,-0.0061089937,-0.7071067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-24,1.3346,0.008904384,0.0135,-0.012068983,-0.008908084,-0.0003003454,0.0003747143,0.5,-0.0012089353,0.0,-1.1547004,0.010115391,0.0,0.5,-0.0016914335,-0.0039477577,-0.0039477577,-0.0039477577,-0.5510026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-25,1.3237,0.006432381,0.013625,0.00022482857,-0.0044839773,-0.007916504,-0.008200776,0.5,-0.0019443203,0.0,-0.22404404,0.010293118,0.0,0.5,-0.002887546,-0.0050110123,-0.0050110123,-0.0050110123,-0.80505276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-28,1.3319,0.008301161,0.01412,-0.0017249789,0.0035141537,0.004606737,0.0061756484,0.5,-0.0018810818,0.0,-0.30523703,0.010601397,0.0,0.5,-0.003305965,-0.00277368,-0.00277368,-0.00277368,-0.37714937,-0.4471136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-29,1.3315,0.007327182,0.014366667,-0.00037538947,0.003204295,0.0009790263,-0.00030036794,0.5,-0.0017567886,0.0,1.012693,0.010789836,0.0,0.5,-0.0036209142,-0.0028337536,-0.0023614613,-0.0023614613,-0.35484245,0.5974715,0.05700004,0.009794604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-30,1.3445,0.008318639,0.016228572,-0.00015019525,0.006747514,-0.0020344353,0.00971607,0.5,-0.0009369575,0.0,1.0977143,0.012070339,0.0,0.5,-0.0030502828,0.0015530579,-0.00063609966,-0.00063609966,-0.08370808,0.54456633,0.18900013,-0.007751492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-01,1.3463,0.0076344307,0.0155,0.00971607,-0.00081321853,0.011921416,0.0013378923,0.5,-0.00027960018,0.0,0.29161915,0.011513036,0.0,0.5,-0.002461316,0.0017456935,-0.00038935067,-0.00038935067,-0.055071898,0.5038807,0.23800015,-0.008644858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-02,1.339,0.007285138,0.015833333,0.0011150345,0.0019210882,-0.004107702,-0.005437022,0.5,-0.00018089487,0.0,-0.94452983,0.011824745,0.0,0.5,-0.0024071233,0.0022984443,-0.00095020304,-0.00095020304,-0.13924566,0.47127122,0.07500005,-0.01238645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-05,1.34,0.0068414416,0.01537,-0.0040945527,-0.0045130104,0.00089766615,0.00074654724,0.5,-4.0546773e-05,0.0,-1.0500709,0.011470149,0.0,0.5,-0.0022776432,0.0012126239,-0.000780528,-0.000780528,-0.1208996,0.44434664,0.095999956,-0.008613103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-06,1.34,0.0064560003,0.0148363635,-0.00037306474,-0.0043100314,-0.0030703584,0.0,0.5,6.989116e-05,0.0,-0.6929812,0.011071913,-0.0078052804,0.5,-0.002150251,0.0012726976,-0.00070957094,-0.00070957094,-0.115768544,-1.8837829,0.09699988,-0.00622182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-07,1.3411,0.00505379,0.01445,7.4624084e-05,0.0018600504,0.0013491233,0.00082055875,0.5,0.0002079349,0.0,-1.0718658,0.010774737,0.0052332655,0.5,-0.0019603677,-0.0005064048,-0.00058206014,-0.00058206014,-0.09931662,-1.5731361,-0.05100012,0.0011474976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-08,1.334,0.0053812684,0.014646154,0.0008204976,0.00044589775,-0.004654663,-0.0053082253,0.5,-3.467118e-05,0.0,-0.35427132,0.010979126,-0.000449674,0.5,-0.0022126606,-0.0018356283,-0.0009456113,-0.0009456113,-0.16410539,-1.3801051,-0.1450001,0.006236867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-09,1.3385,0.00462323,0.014692857,-0.005382788,-0.0018592204,-0.00060218293,0.0033676366,0.5,4.9466005e-05,0.0,-0.24095915,0.010977106,0.011118738,0.48739496,-0.0021168399,-7.4696545e-05,-0.00063752214,-0.00063752214,-0.11273791,-1.2452153,0.00999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-12,1.3186,0.006505478,0.015571428,0.002919273,-0.0039530164,-0.008924579,-0.014979016,0.32681867,-0.0008420008,0.0,-1.0795606,0.011809061,-0.0100359265,0.059895832,-0.0032071692,-0.0032198092,-0.0015936218,-0.0015936218,-0.24188662,-1.1440526,-0.044999838,0.012138208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-13,1.3033,0.0073125637,0.015692858,-0.014454817,-0.0108954,-0.01184531,-0.011671058,0.33076924,-0.0020999382,0.0,-0.3954114,0.012040864,-0.021406617,0.04638219,-0.0049481876,-0.005554021,-0.0022234616,-0.0022234616,-0.3248122,-1.0645071,-0.13099992,0.02192073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-14,1.2982,0.0060115876,0.01585,-0.011516735,-0.013080034,-0.0047004516,-0.00392082,0.30962342,-0.0030065577,0.0,-0.5050426,0.012209212,-0.035043508,0.058333334,-0.0065730647,-0.006502297,-0.0023233062,-0.0023233062,-0.34985447,-0.9998,-0.11599994,0.025785912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
