date,open,high,low,close,volume
2011-11-22 00:00:00,1.3489,1.3568,1.3469,1.3505,116643.0
2011-11-23 00:00:00,1.3504,1.3531,1.332,1.3341,116656.0
2011-11-24 00:00:00,1.3342,1.3411,1.3316,1.3346,87854.0
2011-11-25 00:00:00,1.3345,1.3351,1.3211,1.3237,102950.0
2011-11-28 00:00:00,1.3322,1.3397999999999999,1.3272,1.3319,101422.0
2011-11-29 00:00:00,1.3317,1.3441,1.3285,1.3315000000000001,120210.0
2011-11-30 00:00:00,1.3315000000000001,1.3532,1.3258,1.3445,124229.0
2011-12-01 00:00:00,1.3445,1.3521,1.3417,1.3463,114024.0
2011-12-02 00:00:00,1.346,1.3547,1.3362,1.339,97649.0
2011-12-05 00:00:00,1.3405,1.3486,1.3374,1.34,94759.0
2011-12-06 00:00:00,1.34,1.3428,1.3333,1.34,98525.0
2011-12-07 00:00:00,1.3401,1.3453,1.3351,1.3411,92649.0
2011-12-08 00:00:00,1.3412,1.3458999999999999,1.3289,1.334,101155.0
2011-12-09 00:00:00,1.334,1.3434,1.3281,1.3385,102372.0
2011-12-12 00:00:00,1.3378999999999999,1.3381,1.3163,1.3186,91961.0
2011-12-13 00:00:00,1.3187,1.3235999999999999,1.3008,1.3033000000000001,99557.0
2011-12-14 00:00:00,1.3035999999999999,1.3064,1.2947,1.2982,98140.0
2011-12-15 00:00:00,1.2985,1.305,1.2957,1.3014999999999999,88586.0
2011-12-16 00:00:00,1.3014999999999999,1.3084,1.2995,1.304,79510.0
2011-12-19 00:00:00,1.3042,1.3042,1.2983,1.2997,81445.0
2011-12-20 00:00:00,1.2995999999999999,1.3131,1.2992,1.3081,80225.0
2011-12-21 00:00:00,1.3081,1.3197,1.3024,1.3045,92947.0
2011-12-22 00:00:00,1.3046,1.3119,1.3017,1.3048,74955.0
2011-12-23 00:00:00,1.305,1.3094999999999999,1.3025,1.304,55496.0
2011-12-26 00:00:00,1.303,1.3081,1.302,1.3058,15358.0
2011-12-27 00:00:00,1.3059,1.3083,1.3042,1.307,47823.0
2011-12-28 00:00:00,1.3067,1.308,1.2912,1.294,67054.0
2011-12-29 00:00:00,1.294,1.2964,1.2858,1.2961,80488.0
2011-12-30 00:00:00,1.2961,1.2999,1.2904,1.296,72878.0
2012-01-02 00:00:00,1.2938,1.2969,1.2917,1.2933,22037.0
2012-01-03 00:00:00,1.2933,1.3075999999999999,1.2931,1.3051,80461.0
2012-01-04 00:00:00,1.3054000000000001,1.3072,1.2897,1.2942,85985.0
2012-01-05 00:00:00,1.2939,1.2945,1.2770000000000001,1.2787,100162.0
2012-01-06 00:00:00,1.2787,1.2812000000000001,1.2696,1.2718,86975.0
2012-01-09 00:00:00,1.2703,1.2785,1.2666,1.2764,88671.0
2012-01-10 00:00:00,1.2764,1.2818,1.2742,1.2777,88430.0
2012-01-11 00:00:00,1.2777,1.2789,1.2661,1.2705,95550.0
2012-01-12 00:00:00,1.2706,1.2845,1.2699,1.2814,103130.0
2012-01-13 00:00:00,1.2817,1.2878,1.2624,1.2679,108608.0
2012-01-16 00:00:00,1.2646,1.2687,1.2626,1.2666,75629.0
2012-01-17 00:00:00,1.2666,1.2808,1.2649,1.2736,95473.0
2012-01-18 00:00:00,1.2737,1.2867,1.2734,1.2863,99229.0
2012-01-19 00:00:00,1.2863,1.2971,1.2839,1.2968,97211.0
2012-01-20 00:00:00,1.2968,1.2986,1.2887,1.293,85199.0
2012-01-23 00:00:00,1.2886,1.3052000000000001,1.2875,1.3012000000000001,83616.0
2012-01-24 00:00:00,1.3012000000000001,1.3062,1.2953000000000001,1.3035,87915.0
