date,open,high,low,close,volume
2026-07-05 21:35:00-04:00,4209.89990234375,4212.60009765625,4187.2998046875,4208.2998046875,534
2026-07-05 21:40:00-04:00,4208.39990234375,4212.7001953125,4187.2998046875,4209.89990234375,218
2026-07-05 21:45:00-04:00,4209.10009765625,4215.5,4206.2998046875,4206.89990234375,666
2026-07-05 21:50:00-04:00,4207.10009765625,4207.2998046875,4202.2998046875,4203.39990234375,235
2026-07-05 21:55:00-04:00,4202.60009765625,4207.0,4197.7001953125,4198.10009765625,240
2026-07-05 22:00:00-04:00,4198.5,4200.10009765625,4187.2998046875,4187.2998046875,414
2026-07-05 22:05:00-04:00,4197.2998046875,4197.2998046875,4190.89990234375,4192.7001953125,428
2026-07-05 22:10:00-04:00,4192.7001953125,4194.2998046875,4189.2998046875,4193.2001953125,408
2026-07-05 22:15:00-04:00,4193.10009765625,4196.2001953125,4191.2001953125,4195.5,286
2026-07-05 22:20:00-04:00,4195.5,4198.60009765625,4187.7998046875,4190.39990234375,434
2026-07-05 22:25:00-04:00,4190.5,4192.2998046875,4187.2998046875,4189.39990234375,234
2026-07-05 22:30:00-04:00,4189.2998046875,4190.60009765625,4184.0,4186.39990234375,410
2026-07-05 22:35:00-04:00,4185.7998046875,4187.39990234375,4180.2998046875,4184.89990234375,352
2026-07-05 22:40:00-04:00,4185.10009765625,4187.60009765625,4183.0,4183.7001953125,215
2026-07-05 22:45:00-04:00,4184.7998046875,4187.39990234375,4184.5,4185.89990234375,134
2026-07-05 22:50:00-04:00,4186.10009765625,4187.39990234375,4184.39990234375,4187.2998046875,131
2026-07-05 22:55:00-04:00,4185.2998046875,4187.0,4181.89990234375,4185.5,180
2026-07-05 23:00:00-04:00,4185.89990234375,4187.89990234375,4178.0,4182.2001953125,580
2026-07-05 23:05:00-04:00,4182.7998046875,4183.0,4177.60009765625,4179.7001953125,322
2026-07-05 23:10:00-04:00,4179.0,4183.89990234375,4177.10009765625,4178.39990234375,195
2026-07-05 23:15:00-04:00,4178.10009765625,4187.2998046875,4176.10009765625,4177.2001953125,120
2026-07-05 23:20:00-04:00,4177.10009765625,4178.2001953125,4174.7001953125,4174.7998046875,297
2026-07-05 23:25:00-04:00,4174.89990234375,4178.5,4174.10009765625,4177.5,154
2026-07-05 23:30:00-04:00,4177.2001953125,4179.39990234375,4176.5,4177.39990234375,102
2026-07-05 23:35:00-04:00,4178.0,4181.0,4177.2998046875,4177.2998046875,142
2026-07-05 23:40:00-04:00,4177.2998046875,4187.2998046875,4172.7001953125,4174.5,192
2026-07-05 23:45:00-04:00,4174.5,4176.5,4174.5,4174.7998046875,50
2026-07-05 23:50:00-04:00,4174.60009765625,4176.0,4173.0,4174.5,134
2026-07-05 23:55:00-04:00,4174.7001953125,4178.60009765625,4174.10009765625,4177.0,121
2026-07-06 00:00:00-04:00,4177.0,4178.39990234375,4173.2998046875,4175.0,145
2026-07-06 00:05:00-04:00,4174.7998046875,4175.2001953125,4172.5,4172.89990234375,87
2026-07-06 00:10:00-04:00,4173.60009765625,4175.89990234375,4173.60009765625,4175.39990234375,56
2026-07-06 00:15:00-04:00,4175.0,4187.2998046875,4174.7998046875,4175.60009765625,74
2026-07-06 00:20:00-04:00,4175.7001953125,4175.7001953125,4171.7998046875,4175.0,113
2026-07-06 00:25:00-04:00,4174.60009765625,4175.10009765625,4172.7998046875,4173.2998046875,173
2026-07-06 00:30:00-04:00,4173.2001953125,4174.60009765625,4169.2001953125,4171.89990234375,287
2026-07-06 00:35:00-04:00,4171.39990234375,4172.7998046875,4170.0,4171.2001953125,175
2026-07-06 00:40:00-04:00,4171.0,4187.2998046875,4170.7998046875,4172.10009765625,42
2026-07-06 00:45:00-04:00,4171.7998046875,4172.7001953125,4170.0,4172.0,62
2026-07-06 00:50:00-04:00,4171.7001953125,4172.7998046875,4169.7998046875,4170.10009765625,186
2026-07-06 00:55:00-04:00,4171.0,4172.89990234375,4169.89990234375,4171.5,86
2026-07-06 01:00:00-04:00,4171.2001953125,4187.2998046875,4165.7001953125,4166.10009765625,312
2026-07-06 01:05:00-04:00,4165.7998046875,4187.2998046875,4163.60009765625,4165.60009765625,364
2026-07-06 01:10:00-04:00,4165.2001953125,4167.7001953125,4162.60009765625,4163.5,216
2026-07-06 01:15:00-04:00,4163.7001953125,4165.0,4162.39990234375,4163.2001953125,211
2026-07-06 01:20:00-04:00,4163.2001953125,4164.10009765625,4161.89990234375,4163.5,233
2026-07-06 01:25:00-04:00,4163.10009765625,4187.2998046875,4163.10009765625,4164.2001953125,162
2026-07-06 01:30:00-04:00,4164.2998046875,4187.2998046875,4161.0,4168.2998046875,547
2026-07-06 01:35:00-04:00,4168.10009765625,4172.0,4165.0,4166.5,265
2026-07-06 01:40:00-04:00,4166.7001953125,4169.39990234375,4166.2998046875,4167.0,167
2026-07-06 01:45:00-04:00,4166.60009765625,4167.7001953125,4164.10009765625,4165.7998046875,162
2026-07-06 01:50:00-04:00,4165.2001953125,4187.2998046875,4165.2001953125,4167.7001953125,86
2026-07-06 01:55:00-04:00,4167.7998046875,4187.2998046875,4156.39990234375,4159.7001953125,556
2026-07-06 02:00:00-04:00,4159.5,4162.60009765625,4157.39990234375,4158.2001953125,377
2026-07-06 02:05:00-04:00,4158.0,4164.0,4156.7998046875,4163.0,261
2026-07-06 02:10:00-04:00,4163.0,4164.10009765625,4161.39990234375,4163.7001953125,96
2026-07-06 02:15:00-04:00,4163.5,4187.2998046875,4160.0,4160.7001953125,170
2026-07-06 02:20:00-04:00,4160.7001953125,4187.2998046875,4160.0,4164.2998046875,185
2026-07-06 02:25:00-04:00,4165.0,4168.5,4164.0,4168.2998046875,301
2026-07-06 02:30:00-04:00,4168.2998046875,4171.2001953125,4167.7998046875,4169.7998046875,263
2026-07-06 02:35:00-04:00,4168.60009765625,4171.5,4166.2001953125,4167.89990234375,410
2026-07-06 02:40:00-04:00,4167.89990234375,4187.2998046875,4164.89990234375,4167.39990234375,176
2026-07-06 02:45:00-04:00,4167.7001953125,4187.2998046875,4165.89990234375,4167.2998046875,158
2026-07-06 02:50:00-04:00,4167.5,4167.60009765625,4162.2001953125,4163.2001953125,118
2026-07-06 02:55:00-04:00,4163.39990234375,4164.2998046875,4160.5,4161.89990234375,216
2026-07-06 03:00:00-04:00,4162.0,4165.0,4160.2001953125,4164.7001953125,251
2026-07-06 03:05:00-04:00,4164.39990234375,4187.2998046875,4159.60009765625,4160.7998046875,236
2026-07-06 03:10:00-04:00,4160.5,4187.2998046875,4158.7001953125,4162.39990234375,247
2026-07-06 03:15:00-04:00,4162.89990234375,4166.2998046875,4161.7998046875,4164.5,305
2026-07-06 03:20:00-04:00,4164.60009765625,4167.60009765625,4162.60009765625,4166.10009765625,452
2026-07-06 03:25:00-04:00,4165.7001953125,4166.39990234375,4163.10009765625,4165.5,105
2026-07-06 03:30:00-04:00,4164.7998046875,4187.2998046875,4162.7001953125,4168.5,284
2026-07-06 03:35:00-04:00,4168.2998046875,4187.2998046875,4167.0,4170.39990234375,181
2026-07-06 03:40:00-04:00,4170.39990234375,4176.10009765625,4170.39990234375,4175.2998046875,337
2026-07-06 03:45:00-04:00,4175.5,4178.10009765625,4174.2001953125,4177.60009765625,309
2026-07-06 03:50:00-04:00,4177.2001953125,4177.5,4173.7001953125,4175.60009765625,174
2026-07-06 03:55:00-04:00,4176.0,4187.2998046875,4174.7998046875,4175.7001953125,130
2026-07-06 04:00:00-04:00,4176.39990234375,4187.2998046875,4172.39990234375,4172.60009765625,260
2026-07-06 04:05:00-04:00,4172.39990234375,4174.5,4171.7001953125,4173.89990234375,169
2026-07-06 04:10:00-04:00,4173.0,4173.10009765625,4168.39990234375,4169.39990234375,374
2026-07-06 04:15:00-04:00,4169.60009765625,4170.2001953125,4164.2998046875,4168.0,680
2026-07-06 04:20:00-04:00,4167.89990234375,4187.2998046875,4165.0,4166.2998046875,114
2026-07-06 04:25:00-04:00,4166.2998046875,4187.2998046875,4165.7001953125,4167.2001953125,121
2026-07-06 04:30:00-04:00,4167.10009765625,4167.39990234375,4165.2001953125,4165.60009765625,121
2026-07-06 04:35:00-04:00,4165.7998046875,4166.60009765625,4160.7998046875,4162.2998046875,346
2026-07-06 04:40:00-04:00,4162.39990234375,4164.7998046875,4160.0,4160.39990234375,295
2026-07-06 04:45:00-04:00,4160.5,4187.2998046875,4158.10009765625,4160.0,253
2026-07-06 04:50:00-04:00,4160.2998046875,4187.2998046875,4159.89990234375,4163.60009765625,116
2026-07-06 04:55:00-04:00,4163.60009765625,4163.7998046875,4161.60009765625,4161.7998046875,124
2026-07-06 05:00:00-04:00,4161.60009765625,4162.0,4159.60009765625,4160.10009765625,171
2026-07-06 05:05:00-04:00,4160.2998046875,4162.7001953125,4159.2998046875,4161.2998046875,145
2026-07-06 05:10:00-04:00,4160.7001953125,4187.2998046875,4160.39990234375,4161.2998046875,60
2026-07-06 05:15:00-04:00,4161.10009765625,4187.2998046875,4157.5,4158.89990234375,393
2026-07-06 05:20:00-04:00,4159.0,4160.5,4158.0,4158.60009765625,227
2026-07-06 05:25:00-04:00,4158.2998046875,4159.0,4153.39990234375,4155.89990234375,870
2026-07-06 05:30:00-04:00,4155.10009765625,4155.10009765625,4148.39990234375,4149.39990234375,1746
