<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.01.04	00:00:00	1062.39	1083.50	1061.75	1074.35	81349	0	0
2016.01.05	00:00:00	1073.44	1081.97	1072.60	1077.51	58634	0	0
2016.01.06	00:00:00	1077.18	1095.25	1075.04	1093.61	52347	0	0
2016.01.07	00:00:00	1093.75	1110.09	1091.46	1108.76	65182	0	0
2016.01.08	00:00:00	1108.81	1113.10	1091.82	1103.92	64976	0	0
2016.01.11	00:00:00	1103.88	1108.58	1093.66	1093.95	55258	0	0
2016.01.12	00:00:00	1094.65	1099.18	1083.41	1086.47	50470	0	0
2016.01.13	00:00:00	1086.98	1095.51	1079.84	1093.37	48252	0	0
2016.01.14	00:00:00	1093.41	1095.38	1071.43	1078.07	57138	0	0
2016.01.15	00:00:00	1079.18	1097.39	1076.34	1088.69	62623	0	0
2016.01.18	00:00:00	1089.35	1093.31	1087.49	1089.21	30028	0	0
2016.01.19	00:00:00	1089.02	1094.60	1082.58	1087.14	72922	0	0
2016.01.20	00:00:00	1087.17	1109.58	1087.16	1100.58	87017	0	0
2016.01.21	00:00:00	1100.78	1104.53	1092.52	1100.17	91198	0	0
2016.01.22	00:00:00	1101.23	1102.84	1094.05	1097.60	72886	0	0
2016.01.25	00:00:00	1097.50	1108.91	1097.28	1107.57	63592	0	0
2016.01.26	00:00:00	1108.22	1122.94	1107.03	1119.67	73943	0	0
2016.01.27	00:00:00	1119.73	1128.07	1114.90	1124.69	67424	0	0
2016.01.28	00:00:00	1124.92	1125.81	1110.65	1114.89	72653	0	0
2016.01.29	00:00:00	1114.07	1118.33	1108.31	1117.96	70821	0	0
2016.02.01	00:00:00	1117.54	1129.75	1115.60	1128.09	61942	0	0
2016.02.02	00:00:00	1128.35	1131.06	1122.31	1128.53	61024	0	0
2016.02.03	00:00:00	1129.06	1145.52	1124.45	1142.27	85366	0	0
2016.02.04	00:00:00	1141.97	1157.38	1139.56	1155.25	94317	0	0
2016.02.05	00:00:00	1155.16	1174.49	1145.25	1173.08	89001	0	0
2016.02.08	00:00:00	1172.74	1200.89	1164.32	1188.92	96337	0	0
2016.02.09	00:00:00	1188.84	1198.89	1185.79	1188.89	100323	0	0
2016.02.10	00:00:00	1190.05	1197.69	1181.51	1196.71	94437	0	0
2016.02.11	00:00:00	1197.27	1263.25	1195.89	1246.59	120978	0	0
2016.02.12	00:00:00	1246.75	1248.09	1232.53	1238.16	106040	0	0
2016.02.15	00:00:00	1235.30	1235.42	1202.12	1208.54	94832	0	0
2016.02.16	00:00:00	1207.93	1217.02	1190.90	1200.34	152302	0	0
2016.02.17	00:00:00	1200.78	1213.84	1195.72	1208.28	145225	0	0
2016.02.18	00:00:00	1208.81	1239.99	1200.75	1230.68	137477	0	0
2016.02.19	00:00:00	1230.44	1234.56	1220.01	1227.45	144814	0	0
2016.02.22	00:00:00	1225.40	1226.24	1201.96	1208.47	120868	0	0
2016.02.23	00:00:00	1208.32	1228.31	1207.23	1225.47	130207	0	0
2016.02.24	00:00:00	1224.82	1253.34	1221.88	1228.64	183975	0	0
2016.02.25	00:00:00	1227.60	1243.18	1221.19	1232.87	190321	0	0
2016.02.26	00:00:00	1231.70	1240.34	1211.45	1223.44	175148	0	0
2016.02.29	00:00:00	1222.36	1241.12	1215.75	1238.38	157213	0	0
2016.03.01	00:00:00	1238.08	1248.55	1227.22	1231.99	136606	0	0
2016.03.02	00:00:00	1231.53	1244.08	1224.78	1239.82	120793	0	0
2016.03.03	00:00:00	1240.08	1268.31	1237.41	1264.10	132151	0	0
2016.03.04	00:00:00	1263.55	1279.87	1250.45	1258.98	180018	0	0
2016.03.07	00:00:00	1259.81	1273.16	1256.71	1267.17	133726	0	0
2016.03.08	00:00:00	1266.95	1278.13	1260.26	1261.50	134776	0	0
2016.03.09	00:00:00	1261.30	1265.01	1242.96	1253.16	126404	0	0
2016.03.10	00:00:00	1252.60	1273.40	1237.11	1272.10	167047	0	0
2016.03.11	00:00:00	1270.94	1282.90	1248.38	1249.48	135573	0	0
2016.03.14	00:00:00	1250.59	1261.10	1229.37	1235.19	105152	0	0
2016.03.15	00:00:00	1235.88	1238.12	1225.73	1232.46	113279	0	0
2016.03.16	00:00:00	1232.68	1263.90	1226.71	1262.38	122274	0	0
2016.03.17	00:00:00	1261.07	1270.91	1254.44	1257.81	163527	0	0
2016.03.18	00:00:00	1257.09	1266.88	1247.87	1255.34	124401	0	0
2016.03.21	00:00:00	1254.79	1256.02	1240.60	1243.63	101116	0	0
2016.03.22	00:00:00	1243.88	1260.28	1242.36	1248.30	115018	0	0
2016.03.23	00:00:00	1247.68	1249.48	1215.41	1219.90	123606	0	0
2016.03.24	00:00:00	1220.72	1223.89	1212.20	1216.86	102932	0	0
2016.03.28	00:00:00	1213.94	1223.15	1207.07	1221.50	69879	0	0
2016.03.29	00:00:00	1221.23	1243.00	1215.39	1242.06	113811	0	0
2016.03.30	00:00:00	1240.77	1244.21	1223.29	1223.93	118314	0	0
2016.03.31	00:00:00	1225.27	1240.42	1223.74	1232.53	115503	0	0
2016.04.01	00:00:00	1232.15	1235.41	1208.93	1222.27	115568	0	0
2016.04.04	00:00:00	1221.40	1222.64	1214.69	1215.54	102395	0	0
2016.04.05	00:00:00	1215.51	1236.84	1214.76	1231.09	146994	0	0
2016.04.06	00:00:00	1230.79	1232.25	1216.90	1222.43	110215	0	0
2016.04.07	00:00:00	1222.19	1243.28	1222.19	1240.27	138804	0	0
2016.04.08	00:00:00	1239.95	1242.79	1229.60	1240.61	108358	0	0
2016.04.11	00:00:00	1239.99	1258.73	1239.89	1257.76	134018	0	0
2016.04.12	00:00:00	1257.72	1262.68	1251.23	1255.40	115001	0	0
2016.04.13	00:00:00	1255.14	1256.73	1239.80	1242.35	121362	0	0
2016.04.14	00:00:00	1241.83	1244.12	1223.87	1227.73	134166	0	0
2016.04.15	00:00:00	1226.70	1235.93	1225.29	1233.86	93930	0	0
2016.04.18	00:00:00	1234.62	1241.65	1230.07	1232.39	99384	0	0
2016.04.19	00:00:00	1232.22	1256.68	1227.72	1250.17	127157	0	0
2016.04.20	00:00:00	1249.29	1258.02	1242.41	1244.12	116440	0	0
2016.04.21	00:00:00	1242.50	1270.30	1242.50	1247.93	150378	0	0
2016.04.22	00:00:00	1246.69	1252.62	1227.42	1232.85	126976	0	0
2016.04.25	00:00:00	1232.97	1242.30	1230.07	1237.85	105958	0	0
2016.04.26	00:00:00	1237.89	1244.89	1231.36	1243.23	102049	0	0
2016.04.27	00:00:00	1244.03	1252.83	1239.37	1245.63	116112	0	0
2016.04.28	00:00:00	1245.50	1269.64	1237.74	1265.67	145250	0	0
2016.04.29	00:00:00	1266.13	1296.73	1265.03	1293.77	138493	0	0
2016.05.02	00:00:00	1290.93	1303.79	1287.64	1291.55	120295	0	0
2016.05.03	00:00:00	1291.24	1301.78	1282.27	1286.57	135154	0	0
2016.05.04	00:00:00	1285.28	1289.81	1271.84	1277.42	130980	0	0
2016.05.05	00:00:00	1279.16	1286.48	1268.87	1276.91	130526	0	0
2016.05.06	00:00:00	1277.06	1295.60	1274.46	1288.91	143705	0	0
2016.05.09	00:00:00	1284.52	1287.56	1261.34	1263.80	128059	0	0
2016.05.10	00:00:00	1263.93	1269.69	1256.90	1265.49	116177	0	0
2016.05.11	00:00:00	1265.70	1279.10	1264.79	1277.16	117402	0	0
2016.05.12	00:00:00	1277.58	1280.92	1261.84	1263.69	125109	0	0
2016.05.13	00:00:00	1263.25	1276.34	1262.96	1273.41	118199	0	0
2016.05.16	00:00:00	1271.64	1288.74	1270.89	1274.09	121617	0	0
2016.05.17	00:00:00	1273.33	1282.29	1269.05	1278.71	125314	0	0
2016.05.18	00:00:00	1279.02	1281.62	1255.07	1258.38	142964	0	0
2016.05.19	00:00:00	1257.83	1261.28	1243.78	1254.38	137681	0	0
2016.05.20	00:00:00	1254.98	1260.27	1248.83	1252.03	108883	0	0
2016.05.23	00:00:00	1251.08	1256.04	1243.22	1248.92	106545	0	0
2016.05.24	00:00:00	1248.73	1252.19	1226.33	1227.08	121165	0	0
2016.05.25	00:00:00	1227.02	1230.19	1217.86	1224.12	113376	0	0
2016.05.26	00:00:00	1223.44	1234.31	1218.36	1219.70	114097	0	0
2016.05.27	00:00:00	1219.65	1223.58	1206.81	1211.76	109045	0	0
2016.05.30	00:00:00	1212.77	1213.45	1199.73	1205.00	76967	0	0
2016.05.31	00:00:00	1205.79	1218.22	1205.53	1215.31	113600	0	0
2016.06.01	00:00:00	1214.84	1220.45	1206.06	1212.82	104907	0	0
2016.06.02	00:00:00	1213.49	1217.71	1209.87	1210.88	104017	0	0
2016.06.03	00:00:00	1210.78	1244.76	1206.99	1244.65	123817	0	0
2016.06.06	00:00:00	1242.93	1248.74	1240.06	1245.17	114538	0	0
2016.06.07	00:00:00	1245.14	1246.61	1234.84	1243.74	92708	0	0
2016.06.08	00:00:00	1243.99	1264.42	1243.05	1262.54	111004	0	0
2016.06.09	00:00:00	1261.99	1271.75	1256.84	1269.43	98061	0	0
2016.06.10	00:00:00	1268.50	1278.18	1264.58	1274.19	101424	0	0
2016.06.13	00:00:00	1274.85	1287.21	1272.42	1283.57	124653	0	0
2016.06.14	00:00:00	1283.13	1289.81	1276.41	1285.48	108681	0	0
2016.06.15	00:00:00	1284.61	1296.81	1278.49	1291.64	112356	0	0
2016.06.16	00:00:00	1291.80	1315.67	1277.36	1278.56	181052	0	0
2016.06.17	00:00:00	1278.08	1299.64	1276.62	1298.67	126707	0	0
2016.06.20	00:00:00	1289.57	1292.28	1278.04	1289.59	105523	0	0
2016.06.21	00:00:00	1289.79	1294.24	1264.56	1267.93	126165	0	0
2016.06.22	00:00:00	1268.25	1270.71	1261.20	1266.09	112797	0	0
2016.06.23	00:00:00	1264.90	1271.89	1254.47	1256.33	102989	0	0
2016.06.24	00:00:00	1251.61	1358.34	1250.47	1315.78	288609	0	0
2016.06.27	00:00:00	1319.47	1335.43	1317.71	1324.26	202578	0	0
2016.06.28	00:00:00	1324.33	1326.18	1305.53	1311.73	156191	0	0
2016.06.29	00:00:00	1310.60	1327.87	1310.19	1318.87	128945	0	0
2016.06.30	00:00:00	1317.33	1324.18	1312.86	1322.19	130150	0	0
2016.07.01	00:00:00	1321.80	1344.56	1320.54	1342.57	117853	0	0
2016.07.04	00:00:00	1342.36	1357.47	1336.02	1350.88	95596	0	0
2016.07.05	00:00:00	1348.05	1357.69	1338.18	1353.75	151653	0	0
2016.07.06	00:00:00	1355.32	1375.17	1355.18	1361.35	124005	0	0
2016.07.07	00:00:00	1363.33	1370.73	1350.88	1359.17	139337	0	0
2016.07.08	00:00:00	1359.11	1370.41	1335.33	1365.13	137949	0	0
2016.07.11	00:00:00	1367.40	1375.14	1350.90	1353.92	160144	0	0
2016.07.12	00:00:00	1355.03	1357.69	1330.35	1331.15	148511	0	0
2016.07.13	00:00:00	1332.82	1345.33	1327.56	1342.63	136266	0	0
2016.07.14	00:00:00	1343.50	1347.14	1320.20	1334.96	159154	0	0
2016.07.15	00:00:00	1335.70	1338.81	1322.57	1338.41	128931	0	0
2016.07.18	00:00:00	1332.75	1335.50	1323.51	1328.70	116121	0	0
2016.07.19	00:00:00	1328.20	1335.09	1325.63	1331.85	101653	0	0
2016.07.20	00:00:00	1331.36	1338.34	1312.65	1315.81	107549	0	0
2016.07.21	00:00:00	1315.88	1333.92	1310.88	1331.04	136241	0	0
2016.07.22	00:00:00	1331.12	1333.79	1319.70	1322.54	118877	0	0
2016.07.25	00:00:00	1322.78	1323.76	1312.25	1315.68	119910	0	0
2016.07.26	00:00:00	1315.19	1324.49	1313.80	1320.19	123225	0	0
2016.07.27	00:00:00	1319.44	1342.42	1315.76	1340.00	121770	0	0
2016.07.28	00:00:00	1339.37	1345.60	1332.51	1335.32	124692	0	0
2016.07.29	00:00:00	1335.32	1355.04	1328.44	1351.22	156770	0	0
2016.08.01	00:00:00	1349.77	1354.88	1346.28	1352.79	94321	0	0
2016.08.02	00:00:00	1353.27	1367.27	1347.11	1363.39	110942	0	0
2016.08.03	00:00:00	1363.16	1366.48	1354.19	1357.90	94620	0	0
2016.08.04	00:00:00	1358.00	1365.06	1349.12	1361.25	108992	0	0
2016.08.05	00:00:00	1360.69	1364.73	1334.69	1337.05	113533	0	0
2016.08.08	00:00:00	1335.10	1338.28	1329.94	1335.21	104762	0	0
2016.08.09	00:00:00	1334.89	1342.63	1330.56	1340.32	85490	0	0
2016.08.10	00:00:00	1340.47	1357.25	1339.52	1346.42	117019	0	0
2016.08.11	00:00:00	1346.80	1353.33	1335.74	1338.66	104674	0	0
2016.08.12	00:00:00	1338.30	1356.33	1333.28	1336.75	138848	0	0
2016.08.15	00:00:00	1338.16	1343.84	1335.77	1339.40	92345	0	0
2016.08.16	00:00:00	1339.61	1358.06	1339.47	1346.28	114786	0	0
2016.08.17	00:00:00	1345.17	1351.69	1336.07	1348.46	102919	0	0
2016.08.18	00:00:00	1348.32	1356.07	1346.08	1352.62	129029	0	0
2016.08.19	00:00:00	1352.35	1352.86	1337.79	1341.04	103911	0	0
2016.08.22	00:00:00	1340.62	1341.22	1331.75	1338.70	127788	0	0
2016.08.23	00:00:00	1338.57	1344.74	1335.29	1337.75	104501	0	0
2016.08.24	00:00:00	1337.67	1340.16	1323.71	1324.37	103556	0	0
2016.08.25	00:00:00	1324.00	1327.07	1318.07	1321.49	92782	0	0
2016.08.26	00:00:00	1321.27	1342.19	1318.39	1321.89	126710	0	0
2016.08.29	00:00:00	1320.66	1325.15	1315.02	1323.06	110731	0	0
2016.08.30	00:00:00	1323.49	1325.48	1309.28	1311.11	93158	0	0
2016.08.31	00:00:00	1311.48	1316.15	1304.27	1308.80	92928	0	0
2016.09.01	00:00:00	1308.42	1315.14	1302.45	1313.52	86424	0	0
2016.09.02	00:00:00	1313.99	1330.07	1301.19	1324.87	82872	0	0
2016.09.05	00:00:00	1324.22	1328.60	1321.77	1326.98	63812	0	0
2016.09.06	00:00:00	1326.17	1352.55	1324.91	1349.89	114707	0	0
2016.09.07	00:00:00	1347.95	1352.59	1342.76	1344.77	92778	0	0
2016.09.08	00:00:00	1344.78	1349.41	1335.59	1337.60	108249	0	0
2016.09.09	00:00:00	1337.25	1339.51	1327.72	1328.03	96462	0	0
2016.09.12	00:00:00	1328.34	1330.24	1320.52	1327.55	114822	0	0
2016.09.13	00:00:00	1327.90	1331.98	1315.73	1318.44	121746	0	0
2016.09.14	00:00:00	1319.16	1325.96	1313.52	1322.52	101188	0	0
2016.09.15	00:00:00	1321.98	1327.85	1309.30	1314.15	99238	0	0
2016.09.16	00:00:00	1314.77	1318.05	1306.26	1309.73	80869	0	0
2016.09.19	00:00:00	1309.81	1318.38	1309.46	1313.29	73860	0	0
2016.09.20	00:00:00	1312.09	1317.91	1311.99	1314.77	67278	0	0
2016.09.21	00:00:00	1314.57	1337.11	1307.79	1335.27	114149	0	0
2016.09.22	00:00:00	1334.48	1343.70	1331.22	1336.85	83629	0	0
2016.09.23	00:00:00	1336.60	1340.56	1333.80	1338.85	74637	0	0
2016.09.26	00:00:00	1336.75	1342.14	1332.72	1337.66	103829	0	0
2016.09.27	00:00:00	1337.37	1339.49	1324.74	1326.98	117333	0	0
2016.09.28	00:00:00	1325.96	1327.55	1318.02	1321.83	67449	0	0
2016.09.29	00:00:00	1321.24	1325.80	1316.07	1320.58	92877	0	0
2016.09.30	00:00:00	1319.77	1328.10	1313.25	1316.06	111195	0	0
2016.10.03	00:00:00	1318.15	1319.62	1309.34	1311.78	75457	0	0
2016.10.04	00:00:00	1312.16	1312.98	1266.95	1267.93	121884	0	0
2016.10.05	00:00:00	1267.57	1277.10	1262.15	1266.49	93798	0	0
2016.10.06	00:00:00	1267.27	1269.41	1249.87	1254.62	86238	0	0
2016.10.07	00:00:00	1254.85	1265.39	1241.43	1256.63	86738	0	0
2016.10.10	00:00:00	1256.45	1264.91	1256.39	1259.52	59223	0	0
2016.10.11	00:00:00	1259.02	1262.21	1252.51	1252.54	77690	0	0
2016.10.12	00:00:00	1251.41	1258.87	1249.51	1255.09	68787	0	0
2016.10.13	00:00:00	1255.68	1262.32	1253.13	1257.82	76493	0	0
2016.10.14	00:00:00	1257.57	1259.42	1245.99	1250.61	87098	0	0
2016.10.17	00:00:00	1251.05	1257.23	1250.23	1255.41	71662	0	0
2016.10.18	00:00:00	1254.59	1264.72	1254.57	1262.44	72637	0	0
2016.10.19	00:00:00	1261.77	1273.33	1260.31	1269.21	72863	0	0
2016.10.20	00:00:00	1269.29	1274.51	1264.81	1265.82	57273	0	0
2016.10.21	00:00:00	1265.98	1268.01	1261.15	1266.90	56958	0	0
2016.10.24	00:00:00	1264.70	1271.90	1260.16	1264.26	68569	0	0
2016.10.25	00:00:00	1264.67	1276.72	1262.10	1273.64	81466	0	0
2016.10.26	00:00:00	1273.04	1276.45	1264.69	1266.84	79606	0	0
2016.10.27	00:00:00	1266.84	1272.80	1265.09	1268.31	93066	0	0
2016.10.28	00:00:00	1268.23	1284.24	1261.72	1275.84	107728	0	0
2016.10.31	00:00:00	1277.43	1279.49	1271.18	1276.99	91779	0	0
2016.11.01	00:00:00	1276.80	1291.89	1275.56	1287.93	119974	0	0
2016.11.02	00:00:00	1288.06	1308.01	1287.33	1296.10	135127	0	0
2016.11.03	00:00:00	1296.56	1306.67	1285.66	1302.29	152588	0	0
2016.11.04	00:00:00	1301.81	1307.15	1294.76	1304.41	135064	0	0
2016.11.07	00:00:00	1292.69	1295.85	1278.18	1281.59	157789	0	0
2016.11.08	00:00:00	1281.58	1290.67	1272.87	1275.81	167634	0	0
2016.11.09	00:00:00	1275.08	1337.30	1267.97	1277.34	395530	0	0
2016.11.10	00:00:00	1277.71	1292.28	1252.28	1258.95	257358	0	0
2016.11.11	00:00:00	1259.12	1265.40	1219.09	1227.36	231974	0	0
2016.11.14	00:00:00	1227.27	1231.25	1211.60	1220.16	255991	0	0
2016.11.15	00:00:00	1221.65	1231.52	1218.89	1228.51	232232	0	0
2016.11.16	00:00:00	1227.00	1233.06	1221.49	1224.71	219869	0	0
2016.11.17	00:00:00	1224.53	1231.43	1211.04	1216.04	217057	0	0
2016.11.18	00:00:00	1215.53	1217.74	1202.92	1208.59	220724	0	0
2016.11.21	00:00:00	1207.52	1217.60	1205.58	1214.02	183211	0	0
2016.11.22	00:00:00	1213.54	1221.00	1206.15	1212.14	187357	0	0
2016.11.23	00:00:00	1212.54	1214.98	1181.71	1187.29	179415	0	0
2016.11.24	00:00:00	1187.27	1190.86	1180.30	1184.04	122302	0	0
2016.11.25	00:00:00	1181.86	1193.27	1170.85	1183.85	175624	0	0
2016.11.28	00:00:00	1184.47	1197.62	1182.57	1192.86	194835	0	0
2016.11.29	00:00:00	1193.16	1195.08	1181.07	1188.23	190698	0	0
2016.11.30	00:00:00	1188.51	1194.93	1170.69	1173.01	221592	0	0
2016.12.01	00:00:00	1172.97	1176.73	1160.73	1171.42	216495	0	0
2016.12.02	00:00:00	1172.25	1178.13	1166.72	1177.04	183121	0	0
2016.12.05	00:00:00	1180.05	1188.07	1157.17	1169.68	239486	0	0
2016.12.06	00:00:00	1170.52	1175.30	1166.78	1169.50	170980	0	0
2016.12.07	00:00:00	1169.36	1180.31	1165.55	1173.86	157795	0	0
2016.12.08	00:00:00	1173.01	1178.65	1169.21	1170.44	175724	0	0
2016.12.09	00:00:00	1170.49	1172.02	1156.25	1158.44	153735	0	0
2016.12.12	00:00:00	1158.72	1165.87	1151.24	1162.11	163497	0	0
2016.12.13	00:00:00	1162.82	1164.92	1154.60	1157.90	166252	0	0
2016.12.14	00:00:00	1157.48	1165.31	1139.12	1143.09	191887	0	0
2016.12.15	00:00:00	1141.28	1144.37	1122.82	1127.89	213579	0	0
2016.12.16	00:00:00	1128.14	1141.26	1126.64	1134.77	170767	0	0
2016.12.19	00:00:00	1132.90	1142.34	1132.90	1138.58	140840	0	0
2016.12.20	00:00:00	1137.11	1139.72	1125.76	1132.15	177123	0	0
2016.12.21	00:00:00	1132.20	1137.13	1129.36	1131.12	136493	0	0
2016.12.22	00:00:00	1131.42	1134.08	1127.76	1128.15	114958	0	0
2016.12.23	00:00:00	1127.95	1135.80	1127.95	1133.48	52212	0	0
2016.12.27	00:00:00	1133.72	1150.57	1131.65	1138.31	84760	0	0
2016.12.28	00:00:00	1137.03	1144.45	1136.53	1141.00	95077	0	0
2016.12.29	00:00:00	1141.82	1159.49	1141.62	1157.23	86684	0	0
2016.12.30	00:00:00	1158.13	1163.22	1149.68	1152.16	88485	0	0
2017.01.03	00:00:00	1149.87	1164.49	1146.05	1158.55	187514	0	0
2017.01.04	00:00:00	1158.08	1167.91	1156.17	1163.02	192151	0	0
2017.01.05	00:00:00	1163.57	1185.01	1162.95	1179.85	240692	0	0
2017.01.06	00:00:00	1179.97	1182.97	1170.95	1172.62	202719	0	0
2017.01.09	00:00:00	1172.47	1186.18	1171.96	1180.48	180011	0	0
2017.01.10	00:00:00	1180.15	1190.64	1180.15	1187.10	167517	0	0
2017.01.11	00:00:00	1187.96	1198.27	1177.19	1191.56	213352	0	0
2017.01.12	00:00:00	1190.69	1206.96	1190.52	1195.38	209722	0	0
2017.01.13	00:00:00	1193.04	1201.57	1187.95	1197.42	188042	0	0
2017.01.16	00:00:00	1199.17	1208.68	1198.14	1202.42	115174	0	0
2017.01.17	00:00:00	1202.80	1218.86	1202.22	1216.95	221845	0	0
2017.01.18	00:00:00	1217.26	1217.73	1202.34	1203.95	114305	0	0
2017.01.19	00:00:00	1202.32	1206.48	1195.87	1204.62	142851	0	0
2017.01.20	00:00:00	1204.88	1214.96	1198.56	1210.03	131039	0	0
2017.01.23	00:00:00	1208.66	1219.50	1208.66	1217.99	125575	0	0
2017.01.24	00:00:00	1218.02	1220.20	1206.60	1208.99	132070	0	0
2017.01.25	00:00:00	1208.59	1209.77	1193.31	1200.08	165923	0	0
2017.01.26	00:00:00	1201.15	1202.58	1184.41	1188.62	159275	0	0
2017.01.27	00:00:00	1189.00	1191.68	1180.58	1191.59	149971	0	0
2017.01.30	00:00:00	1191.80	1199.41	1188.30	1195.38	166148	0	0
2017.01.31	00:00:00	1195.47	1215.34	1193.76	1210.60	200196	0	0
2017.02.01	00:00:00	1210.11	1213.24	1198.19	1209.67	206791	0	0
2017.02.02	00:00:00	1209.37	1225.33	1208.44	1215.81	193162	0	0
2017.02.03	00:00:00	1215.57	1221.39	1206.29	1220.05	169885	0	0
2017.02.06	00:00:00	1219.40	1235.70	1219.19	1235.37	182607	0	0
2017.02.07	00:00:00	1234.70	1235.80	1227.78	1233.63	164584	0	0
2017.02.08	00:00:00	1233.76	1244.75	1230.08	1241.53	193323	0	0
2017.02.09	00:00:00	1240.76	1244.52	1225.36	1228.63	173526	0	0
2017.02.10	00:00:00	1227.36	1237.14	1221.66	1233.75	220171	0	0
2017.02.13	00:00:00	1232.26	1232.85	1219.34	1225.39	191649	0	0
2017.02.14	00:00:00	1224.79	1234.52	1221.93	1228.52	216950	0	0
2017.02.15	00:00:00	1227.42	1233.38	1216.71	1233.33	169250	0	0
2017.02.16	00:00:00	1233.31	1242.38	1232.11	1239.40	198876	0	0
2017.02.17	00:00:00	1238.78	1243.80	1234.82	1234.91	171920	0	0
2017.02.20	00:00:00	1235.02	1238.97	1232.83	1237.36	84874	0	0
2017.02.21	00:00:00	1237.19	1238.86	1226.11	1235.78	161813	0	0
2017.02.22	00:00:00	1236.05	1240.61	1231.23	1237.31	173336	0	0
2017.02.23	00:00:00	1237.47	1251.11	1235.79	1249.28	158200	0	0
2017.02.24	00:00:00	1249.01	1260.13	1247.77	1257.06	154797	0	0
2017.02.27	00:00:00	1257.90	1263.90	1251.00	1252.83	158966	0	0
2017.02.28	00:00:00	1251.30	1258.44	1247.62	1248.28	152087	0	0
2017.03.01	00:00:00	1247.76	1250.64	1236.94	1249.57	210898	0	0
2017.03.02	00:00:00	1249.07	1250.02	1230.89	1234.19	144336	0	0
2017.03.03	00:00:00	1233.78	1236.32	1222.84	1234.50	157797	0	0
2017.03.06	00:00:00	1233.33	1236.84	1224.88	1225.37	127867	0	0
2017.03.07	00:00:00	1224.68	1227.20	1214.18	1215.68	132875	0	0
2017.03.08	00:00:00	1215.27	1218.54	1206.65	1208.12	144668	0	0
2017.03.09	00:00:00	1207.85	1209.01	1199.21	1200.95	142708	0	0
2017.03.10	00:00:00	1200.07	1206.34	1195.04	1204.53	131320	0	0
2017.03.13	00:00:00	1204.82	1211.20	1202.48	1203.98	111003	0	0
2017.03.14	00:00:00	1202.78	1207.63	1197.32	1198.46	115690	0	0
2017.03.15	00:00:00	1198.20	1222.00	1197.56	1219.30	119876	0	0
2017.03.16	00:00:00	1219.07	1233.74	1218.06	1226.15	115850	0	0
2017.03.17	00:00:00	1226.21	1231.70	1224.51	1229.35	87603	0	0
2017.03.20	00:00:00	1229.02	1235.55	1229.02	1234.05	69828	0	0
2017.03.21	00:00:00	1233.87	1247.63	1226.92	1244.32	107630	0	0
2017.03.22	00:00:00	1243.87	1251.34	1243.87	1248.71	121463	0	0
2017.03.23	00:00:00	1248.56	1253.28	1242.78	1244.96	110645	0	0
2017.03.24	00:00:00	1244.94	1251.87	1241.02	1245.67	91165	0	0
2017.03.27	00:00:00	1245.78	1261.07	1245.67	1254.25	103675	0	0
2017.03.28	00:00:00	1253.29	1258.41	1247.70	1251.64	99363	0	0
2017.03.29	00:00:00	1250.53	1254.67	1247.31	1253.01	87915	0	0
2017.03.30	00:00:00	1253.60	1253.83	1242.32	1242.96	90272	0	0
2017.03.31	00:00:00	1240.65	1250.58	1239.71	1248.87	89555	0	0
2017.04.03	00:00:00	1249.72	1253.71	1244.49	1253.30	76506	0	0
2017.04.04	00:00:00	1253.20	1261.25	1253.20	1255.83	72853	0	0
2017.04.05	00:00:00	1255.77	1257.36	1243.72	1255.37	101928	0	0
2017.04.06	00:00:00	1255.06	1258.94	1249.77	1251.51	85474	0	0
2017.04.07	00:00:00	1251.31	1270.89	1250.59	1254.41	166503	0	0
2017.04.10	00:00:00	1253.81	1257.12	1247.15	1254.27	97880	0	0
2017.04.11	00:00:00	1254.82	1275.12	1253.11	1274.26	112783	0	0
2017.04.12	00:00:00	1274.13	1286.74	1271.92	1286.12	118527	0	0
2017.04.13	00:00:00	1286.20	1288.58	1281.88	1287.15	103912	0	0
2017.04.17	00:00:00	1290.31	1295.53	1281.42	1284.26	84350	0	0
2017.04.18	00:00:00	1284.37	1292.36	1279.00	1288.97	102241	0	0
2017.04.19	00:00:00	1289.54	1290.72	1274.07	1279.52	92833	0	0
2017.04.20	00:00:00	1280.47	1283.45	1276.62	1281.46	88986	0	0
2017.04.21	00:00:00	1281.88	1288.31	1278.54	1284.45	99237	0	0
2017.04.24	00:00:00	1277.00	1277.44	1265.49	1275.23	136435	0	0
2017.04.25	00:00:00	1276.06	1278.16	1261.67	1263.54	112726	0	0
2017.04.26	00:00:00	1264.21	1270.62	1260.00	1268.92	231276	0	0
2017.04.27	00:00:00	1268.56	1269.63	1261.25	1264.28	199111	0	0
2017.04.28	00:00:00	1263.57	1268.52	1263.04	1268.05	165712	0	0
2017.05.01	00:00:00	1267.31	1271.15	1254.20	1256.50	123866	0	0
2017.05.02	00:00:00	1256.02	1257.75	1252.00	1256.73	137502	0	0
2017.05.03	00:00:00	1256.49	1256.94	1235.87	1237.99	162752	0	0
2017.05.04	00:00:00	1237.86	1241.28	1225.74	1227.72	185149	0	0
2017.05.05	00:00:00	1228.22	1235.60	1226.09	1227.71	187463	0	0
2017.05.08	00:00:00	1220.97	1236.54	1220.91	1225.95	160679	0	0
2017.05.09	00:00:00	1224.83	1228.61	1214.27	1221.01	156699	0	0
