date,close,realized_vol,atr,ret_open,ret_high,ret_low,ret_close,rsi,macd_hist,bb_width,volume_z,atr_pct,roc_10,stoch_k,ema_ratio,drift_5,drift_21,drift_60,drift_tstat,rate_z21,yield_chg5,dollar_ret5,cpi_yoy,cpi_mom,days_since_cpi,sent_mean,sent_std,sent_min,sent_max,sent_decay,sent_momentum,sent_vol,sent_diffusion,headline_count_z,sig_buy,sig_sell,sig_hold,sig_none
2011-11-01,1719.55,0.0,42.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.024890233,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-02,1738.05,0.0,36.45,0.0033780865,0.011649498,0.019381478,0.0107011665,0.5,0.0006792824,0.0,-0.70710677,0.020971779,0.0,0.5,0.00085718726,0.0053505832,0.0053505832,0.0053505832,0.7071067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-03,1763.35,0.0026519669,39.316666,0.009692101,0.013355744,0.004946904,0.014451614,0.5,0.0019682006,0.0,-0.36759198,0.022296576,0.0,0.5,0.0026839064,0.00838426,0.00838426,0.00838426,1.1180172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-04,1755.56,0.0099947015,33.3775,0.015598088,-0.0020104493,0.014947237,-0.0044275145,0.5,0.0024016707,0.0,-1.3128234,0.019012451,0.0,0.5,0.0037194258,0.0051813163,0.0051813163,0.0051813163,0.5846943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-07,1794.35,0.011065518,35.8,-0.0063184625,0.019079855,0.0023136719,0.021854945,0.5,0.003855373,0.0,-0.17844932,0.019951515,0.0,0.5,0.0062551186,0.0085160425,0.0085160425,0.0085160425,0.795865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-08,1786.51,0.011703749,34.161667,0.023361582,0.0026328228,0.013748219,-0.0043788436,0.5,0.0043169367,0.0,-0.66793764,0.019122012,0.0,0.5,0.0077981465,0.0076402733,0.0063668946,0.0063668946,0.5828906,0.0,0.06400013,-0.007665911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-09,1769.5,0.012606761,34.377144,-0.004927907,-0.0017211039,-0.0072302404,-0.009566975,0.5,0.0037675942,0.0,0.538646,0.019427603,0.0,0.5,0.008141473,0.0035866452,0.0040906277,0.0040906277,0.35116145,0.0,-0.051,0.011875681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-10,1758.05,0.0122706145,35.01125,-0.008888948,-0.013662439,-0.016116016,-0.0064917807,0.5,0.0027658585,0.0,0.51164645,0.01991482,0.0,0.5,0.0077988678,-0.00060203375,0.0027678264,0.0027678264,0.2424664,0.0,-0.00999999,0.012572276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-11,1787.85,0.012342309,35.965557,-0.006434536,0.0074362303,0.0052289953,0.01680854,0.5,0.00296372,0.0,-1.3259007,0.020116651,0.0,0.5,0.008784758,0.0036451772,0.004327906,0.004327906,0.37121716,0.0,0.006000042,0.00038997436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-11-14,1780.15,0.011944242,34.606,0.016806643,0.004195943,0.016342787,-0.00431615,0.5,0.0026464043,0.0,-0.61143494,0.019439936,0.0,0.5,0.009105979,-0.0015890418,0.0034635002,0.0034635002,0.3057818,0.0,0.049000025,0.0077660047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
